instance,run,seed,island,model,best,best_iter,effective_iter,total_t,ml_rejects
lin318_or30,10,91,1,RSF,901.508,287,487,88.1249,64
lin318_or30,10,91,8,MTLR,901.508,449,649,98.8118,89
lin318_or30,1,1,9,BASELINE,901.594,88,288,48.7642,0
lin318_or30,1,1,0,COX,902.206,296,496,51.0278,223
lin318_or30,1,1,4,SSVM,901.688,242,449,53.8365,176
lin318_or30,1,1,2,GBSA,902.016,96,399,55.0445,131
lin318_or30,1,1,5,WEIBULLAFT,901.508,204,449,59.4792,140
lin318_or30,1,1,3,DEEPSURV,901.521,222,449,68.1341,124
lin318_or30,1,1,6,KNN,901.508,388,588,77.5787,108
lin318_or30,1,1,8,MTLR,901.508,407,607,79.447,180
lin318_or30,1,1,7,ELASTICNET,901.508,487,687,87.082,93
lin318_or30,1,1,1,RSF,901.508,291,491,87.5447,5
lin318_or30,2,11,6,KNN,901.565,245,449,61.0581,158
lin318_or30,2,11,7,ELASTICNET,901.508,266,466,63.8197,150
lin318_or30,2,11,4,SSVM,901.508,221,449,67.991,108
lin318_or30,2,11,9,BASELINE,901.508,216,416,71.8247,0
lin318_or30,2,11,5,WEIBULLAFT,901.509,127,407,73.2598,40
lin318_or30,2,11,2,GBSA,901.508,300,500,75.5693,104
lin318_or30,2,11,3,DEEPSURV,901.682,207,449,75.8497,116
lin318_or30,2,11,8,MTLR,901.636,146,426,76.9128,89
lin318_or30,2,11,0,COX,901.508,364,564,86.9437,24
lin318_or30,2,11,1,RSF,901.509,398,598,91.4929,168
lin318_or30,3,21,4,SSVM,901.508,160,440,63.6941,140
lin318_or30,3,21,5,WEIBULLAFT,901.508,191,449,67.5176,140
lin318_or30,3,21,6,KNN,901.508,164,444,74.0891,75
lin318_or30,3,21,2,GBSA,901.508,275,475,76.7283,98
lin318_or30,3,21,1,RSF,901.508,65,399,78.9344,81
lin318_or30,3,21,7,ELASTICNET,901.51,619,819,79.6778,412
lin318_or30,3,21,9,BASELINE,901.508,296,496,83.8322,0
lin318_or30,3,21,8,MTLR,901.508,245,449,85.831,53
lin318_or30,3,21,3,DEEPSURV,901.508,250,450,90.8131,12
lin318_or30,3,21,0,COX,901.508,572,772,112.254,12
lin318_or30,4,31,5,WEIBULLAFT,901.516,179,449,65.044,151
lin318_or30,4,31,0,COX,901.508,301,501,65.1391,160
lin318_or30,4,31,2,GBSA,901.508,221,449,67.8807,130
lin318_or30,4,31,3,DEEPSURV,902.531,247,447,68.361,189
lin318_or30,4,31,8,MTLR,901.509,162,442,74.6609,136
lin318_or30,4,31,9,BASELINE,901.508,262,462,77.2594,0
lin318_or30,4,31,7,ELASTICNET,901.508,266,466,77.8907,41
lin318_or30,4,31,1,RSF,901.508,88,399,81.7679,18
lin318_or30,4,31,6,KNN,901.516,470,670,100.801,18
lin318_or30,4,31,4,SSVM,901.856,321,520,66.6903,200
lin318_or30,5,41,4,SSVM,901.508,104,399,47.8896,188
lin318_or30,5,41,0,COX,901.698,133,413,48.2477,181
lin318_or30,5,41,6,KNN,901.516,132,412,58.0532,133
lin318_or30,5,41,7,ELASTICNET,901.508,189,449,70.3702,77
lin318_or30,5,41,3,DEEPSURV,901.508,293,493,74.2374,163
lin318_or30,5,41,2,GBSA,901.508,468,668,76.7594,267
lin318_or30,5,41,5,WEIBULLAFT,901.508,151,431,76.8025,23
lin318_or30,5,41,8,MTLR,901.587,203,449,77.8903,92
lin318_or30,5,41,9,BASELINE,901.508,331,531,83.3452,0
lin318_or30,5,41,1,RSF,901.508,439,639,93.7995,196
lin318_or30,6,51,6,KNN,902.054,108,399,54.8396,153
lin318_or30,6,51,7,ELASTICNET,901.535,188,449,60.8289,159
lin318_or30,6,51,4,SSVM,901.517,335,535,64.8481,214
lin318_or30,6,51,2,GBSA,901.562,218,449,66.7785,133
lin318_or30,6,51,9,BASELINE,901.508,203,403,68.6904,0
lin318_or30,6,51,5,WEIBULLAFT,901.604,206,406,69.8148,65
lin318_or30,6,51,0,COX,901.508,266,466,77.1517,17
lin318_or30,6,51,1,RSF,901.508,317,517,83.0331,129
lin318_or30,6,51,3,DEEPSURV,901.508,431,631,100.772,17
lin318_or30,6,51,8,MTLR,901.508,530,730,112.951,2
lin318_or30,7,61,0,COX,901.508,131,411,59.908,120
lin318_or30,7,61,4,SSVM,901.708,193,449,61.7572,166
lin318_or30,7,61,6,KNN,901.879,239,449,64.6767,145
lin318_or30,7,61,5,WEIBULLAFT,901.508,216,449,76.6934,74
lin318_or30,7,61,2,GBSA,901.508,233,449,84.0936,15
lin318_or30,7,61,3,DEEPSURV,901.508,397,597,89.2073,184
lin318_or30,7,61,9,BASELINE,901.508,383,583,94.2488,0
lin318_or30,7,61,1,RSF,901.508,288,488,95.9858,48
lin318_or30,7,61,8,MTLR,901.508,484,684,111.761,58
lin318_or30,7,61,7,ELASTICNET,901.508,773,973,115.261,234
lin318_or30,8,71,7,ELASTICNET,901.537,132,412,57.8681,144
lin318_or30,8,71,0,COX,901.566,321,521,61.6903,211
lin318_or30,8,71,6,KNN,901.576,98,399,62.093,107
lin318_or30,8,71,4,SSVM,901.508,192,449,63.4267,147
lin318_or30,8,71,5,WEIBULLAFT,901.508,300,500,75.7697,124
lin318_or30,8,71,3,DEEPSURV,901.557,235,449,78.0458,110
lin318_or30,8,71,1,RSF,901.508,435,635,94.5357,232
lin318_or30,8,71,2,GBSA,901.508,380,580,95.3984,17
lin318_or30,8,71,8,MTLR,901.508,339,539,99.0553,1
lin318_or30,8,71,9,BASELINE,901.508,545,745,107.679,0
lin318_or30,9,81,4,SSVM,901.525,236,449,55.9984,189
lin318_or30,9,81,0,COX,901.508,196,449,57.203,166
lin318_or30,9,81,7,ELASTICNET,901.512,150,430,60.7477,134
lin318_or30,9,81,6,KNN,901.605,360,560,67.5286,229
lin318_or30,9,81,9,BASELINE,901.508,323,523,85.461,0
lin318_or30,9,81,1,RSF,901.508,194,449,88.2777,38
lin318_or30,9,81,3,DEEPSURV,901.508,172,449,88.3184,16
lin318_or30,9,81,5,WEIBULLAFT,901.508,346,546,92.3418,28
lin318_or30,9,81,2,GBSA,901.508,435,635,100.326,24
lin318_or30,9,81,8,MTLR,901.508,436,636,101.454,79
dsj1000rdmRad,10,91,0,COX,626.527,201,449,58.6756,158
dsj1000rdmRad,10,91,5,WEIBULLAFT,625.631,290,490,65.1096,195
dsj1000rdmRad,10,91,6,KNN,626.628,228,449,68.5876,118
dsj1000rdmRad,10,91,1,RSF,625.954,360,560,88.785,210
dsj1000rdmRad,10,91,8,MTLR,624.844,484,684,98.524,202
dsj1000rdmRad,10,91,3,DEEPSURV,625.513,408,608,106.777,56
dsj1000rdmRad,10,91,9,BASELINE,624.779,672,872,132.418,0
dsj1000rdmRad,10,91,7,ELASTICNET,625.33,959,1001,134.387,149
dsj1000rdmRad,10,91,4,SSVM,624.878,987,1001,139.557,99
dsj1000rdmRad,10,91,2,GBSA,624.757,942,1001,142.579,94
dsj1000rdmRad,1,1,4,SSVM,625.022,253,453,72.1975,115
dsj1000rdmRad,1,1,0,COX,625.806,192,449,75.0577,76
dsj1000rdmRad,1,1,6,KNN,625.696,360,560,77.6279,190
dsj1000rdmRad,1,1,7,ELASTICNET,626.047,333,533,83.8886,114
dsj1000rdmRad,1,1,2,GBSA,625.541,583,783,92.4328,319
dsj1000rdmRad,1,1,5,WEIBULLAFT,625.5,321,521,98.0074,15
dsj1000rdmRad,1,1,3,DEEPSURV,625.599,392,592,98.082,138
dsj1000rdmRad,1,1,8,MTLR,625.728,508,708,124.408,1
dsj1000rdmRad,1,1,9,BASELINE,624.63,857,1001,145.368,0
dsj1000rdmRad,1,1,1,RSF,624.941,869,1001,151.931,240
dsj1000rdmRad,2,11,4,SSVM,626.401,189,449,64.1162,162
dsj1000rdmRad,2,11,6,KNN,625.148,230,449,72.1931,113
dsj1000rdmRad,2,11,2,GBSA,625.687,858,1001,87.8891,577
dsj1000rdmRad,2,11,0,COX,625.094,506,706,98.3203,171
dsj1000rdmRad,2,11,9,BASELINE,625.481,488,688,116.926,0
dsj1000rdmRad,2,11,5,WEIBULLAFT,625.612,724,924,122.991,268
dsj1000rdmRad,2,11,7,ELASTICNET,625.418,810,1001,123.141,299
dsj1000rdmRad,2,11,1,RSF,625.524,430,630,130.926,6
dsj1000rdmRad,2,11,3,DEEPSURV,625.481,711,911,150.743,22
dsj1000rdmRad,2,11,8,MTLR,625.48,758,958,155.306,17
dsj1000rdmRad,3,21,0,COX,625.987,306,506,67.4209,208
dsj1000rdmRad,3,21,4,SSVM,625.924,365,565,82.6272,195
dsj1000rdmRad,3,21,5,WEIBULLAFT,625.537,345,545,100.623,64
dsj1000rdmRad,3,21,8,MTLR,625.916,353,553,117.139,90
dsj1000rdmRad,3,21,6,KNN,625.48,524,724,120.37,85
dsj1000rdmRad,3,21,1,RSF,625.512,485,685,121.514,216
dsj1000rdmRad,3,21,2,GBSA,625.507,733,933,122.78,289
dsj1000rdmRad,3,21,3,DEEPSURV,625.509,526,726,126.062,140
dsj1000rdmRad,3,21,9,BASELINE,625.046,693,893,137.659,0
dsj1000rdmRad,3,21,7,ELASTICNET,625.374,794,994,145.586,121
dsj1000rdmRad,4,31,4,SSVM,626.166,162,442,68.9189,125
dsj1000rdmRad,4,31,0,COX,625.668,446,646,100.52,121
dsj1000rdmRad,4,31,6,KNN,625.481,520,720,106.904,166
dsj1000rdmRad,4,31,5,WEIBULLAFT,625.28,446,646,108.087,108
dsj1000rdmRad,4,31,2,GBSA,625.697,379,579,109.428,23
dsj1000rdmRad,4,31,7,ELASTICNET,625.48,553,753,118.387,115
dsj1000rdmRad,4,31,1,RSF,625.772,360,560,119.158,31
dsj1000rdmRad,4,31,8,MTLR,625.514,511,711,125.819,84
dsj1000rdmRad,4,31,3,DEEPSURV,625.184,671,871,149.246,19
dsj1000rdmRad,4,31,9,BASELINE,624.858,949,1001,152.023,0
dsj1000rdmRad,5,41,0,COX,625.858,249,449,57.3139,179
dsj1000rdmRad,5,41,6,KNN,625.515,264,464,72.6343,120
dsj1000rdmRad,5,41,7,ELASTICNET,625.905,346,546,75.749,180
dsj1000rdmRad,5,41,5,WEIBULLAFT,625.656,381,581,77.4704,230
dsj1000rdmRad,5,41,4,SSVM,625.507,214,449,78.7483,63
dsj1000rdmRad,5,41,2,GBSA,625.144,678,878,103.305,316
dsj1000rdmRad,5,41,9,BASELINE,625.595,563,763,120.245,0
dsj1000rdmRad,5,41,1,RSF,625.507,606,806,138.658,168
dsj1000rdmRad,5,41,8,MTLR,624.61,934,1001,154.314,73
dsj1000rdmRad,5,41,3,DEEPSURV,625.325,824,1001,160.022,32
dsj1000rdmRad,6,51,6,KNN,625.823,358,558,71.1995,227
dsj1000rdmRad,6,51,4,SSVM,625.897,279,479,72.0052,143
dsj1000rdmRad,6,51,0,COX,625.745,565,765,79.4475,365
dsj1000rdmRad,6,51,3,DEEPSURV,625.507,222,449,88.9405,57
dsj1000rdmRad,6,51,7,ELASTICNET,625.724,611,811,104.727,258
dsj1000rdmRad,6,51,8,MTLR,624.875,998,1001,122.249,372
dsj1000rdmRad,6,51,1,RSF,625.622,592,792,122.433,307
dsj1000rdmRad,6,51,9,BASELINE,625.48,616,816,129.795,0
dsj1000rdmRad,6,51,2,GBSA,625.168,976,1001,146.882,86
dsj1000rdmRad,6,51,5,WEIBULLAFT,625.278,774,974,153.712,37
dsj1000rdmRad,7,61,0,COX,625.563,249,449,66.7185,123
dsj1000rdmRad,7,61,7,ELASTICNET,625.725,238,449,70.9475,107
dsj1000rdmRad,7,61,5,WEIBULLAFT,625.56,491,691,83.6875,296
dsj1000rdmRad,7,61,6,KNN,625.769,721,921,88.2648,473
dsj1000rdmRad,7,61,9,BASELINE,625.601,450,650,108.586,0
dsj1000rdmRad,7,61,3,DEEPSURV,625.484,543,743,129.371,27
dsj1000rdmRad,7,61,4,SSVM,624.898,691,891,131.42,88
dsj1000rdmRad,7,61,2,GBSA,625.726,601,801,132.671,2
dsj1000rdmRad,7,61,1,RSF,625.685,726,926,133.376,369
dsj1000rdmRad,7,61,8,MTLR,625.481,958,1001,157.771,31
dsj1000rdmRad,8,71,4,SSVM,626.033,264,464,68.2485,147
dsj1000rdmRad,8,71,5,WEIBULLAFT,625.674,386,586,70.412,276
dsj1000rdmRad,8,71,0,COX,625.811,327,527,71.6551,162
dsj1000rdmRad,8,71,6,KNN,625.753,240,449,73.4109,89
dsj1000rdmRad,8,71,8,MTLR,625.566,430,630,90.3636,218
dsj1000rdmRad,8,71,3,DEEPSURV,625.593,427,627,107.006,87
dsj1000rdmRad,8,71,7,ELASTICNET,625.507,506,706,113.997,19
dsj1000rdmRad,8,71,1,RSF,625.485,514,714,122.293,128
dsj1000rdmRad,8,71,9,BASELINE,625.481,926,1001,144.105,0
dsj1000rdmRad,8,71,2,GBSA,624.828,986,1001,144.831,51
dsj1000rdmRad,9,81,8,MTLR,626.645,237,449,82.8943,106
dsj1000rdmRad,9,81,4,SSVM,626.032,456,656,84.9003,240
dsj1000rdmRad,9,81,5,WEIBULLAFT,625.472,403,603,85.3541,196
dsj1000rdmRad,9,81,7,ELASTICNET,625.06,298,498,85.5859,60
dsj1000rdmRad,9,81,0,COX,625.298,531,731,95.3738,198
dsj1000rdmRad,9,81,2,GBSA,625.509,378,578,96.4928,72
dsj1000rdmRad,9,81,6,KNN,625.481,797,997,112.732,344
dsj1000rdmRad,9,81,9,BASELINE,625.185,539,739,117.327,0
dsj1000rdmRad,9,81,1,RSF,625.73,664,864,125.956,329
dsj1000rdmRad,9,81,3,DEEPSURV,625.481,803,1001,144.297,94
kroD100rdmRad,10,91,4,SSVM,142.964,210,449,57.2513,73
kroD100rdmRad,10,91,5,WEIBULLAFT,142.002,208,408,59.6519,43
kroD100rdmRad,10,91,6,KNN,141.829,304,504,65.6264,58
kroD100rdmRad,10,91,0,COX,141.829,374,574,75.2085,10
kroD100rdmRad,10,91,8,MTLR,141.893,246,449,75.9124,16
kroD100rdmRad,10,91,3,DEEPSURV,141.829,261,461,77.48,4
kroD100rdmRad,10,91,9,BASELINE,141.832,577,777,91.6372,0
kroD100rdmRad,10,91,7,ELASTICNET,141.831,552,752,91.8869,29
kroD100rdmRad,10,91,2,GBSA,141.829,812,1001,92.303,297
kroD100rdmRad,10,91,1,RSF,141.829,541,741,106.193,78
kroD100rdmRad,1,1,0,COX,142.06,196,449,37.2235,199
kroD100rdmRad,1,1,4,SSVM,142.121,246,449,47.5043,137
kroD100rdmRad,1,1,9,BASELINE,141.829,178,378,48.6476,0
kroD100rdmRad,1,1,7,ELASTICNET,141.829,221,449,51.0154,105
kroD100rdmRad,1,1,2,GBSA,141.957,253,453,55.9207,72
kroD100rdmRad,1,1,1,RSF,141.942,214,414,59.0342,106
kroD100rdmRad,1,1,6,KNN,142.001,572,772,62.1441,321
kroD100rdmRad,1,1,3,DEEPSURV,142.916,524,724,78.0972,152
kroD100rdmRad,1,1,5,WEIBULLAFT,141.829,469,669,79.4612,19
kroD100rdmRad,1,1,8,MTLR,141.832,668,868,82.5429,251
kroD100rdmRad,2,11,6,KNN,142.03,291,491,53.5465,145
kroD100rdmRad,2,11,5,WEIBULLAFT,141.988,182,449,54.812,116
kroD100rdmRad,2,11,0,COX,141.829,344,544,58.0967,131
kroD100rdmRad,2,11,2,GBSA,141.829,530,730,73.7974,222
kroD100rdmRad,2,11,4,SSVM,142.931,376,576,75.5532,28
kroD100rdmRad,2,11,1,RSF,141.839,394,594,80.6301,178
kroD100rdmRad,2,11,7,ELASTICNET,141.829,524,724,88.7739,35
kroD100rdmRad,2,11,8,MTLR,141.829,502,702,93.5168,61
kroD100rdmRad,2,11,9,BASELINE,141.829,626,826,95.8152,0
kroD100rdmRad,2,11,3,DEEPSURV,141.829,555,755,99.4278,29
kroD100rdmRad,3,21,0,COX,143.111,113,399,34.8162,183
kroD100rdmRad,3,21,5,WEIBULLAFT,142.041,268,468,57.28,121
kroD100rdmRad,3,21,4,SSVM,143.219,481,681,64.9406,245
kroD100rdmRad,3,21,2,GBSA,141.829,322,522,73.9567,9
kroD100rdmRad,3,21,6,KNN,141.97,720,920,81.6161,331
kroD100rdmRad,3,21,8,MTLR,142.916,434,634,89.5525,30
kroD100rdmRad,3,21,7,ELASTICNET,141.829,664,864,100.824,41
kroD100rdmRad,3,21,9,BASELINE,141.829,782,982,109.676,0
kroD100rdmRad,3,21,1,RSF,141.829,620,820,110.471,183
kroD100rdmRad,3,21,3,DEEPSURV,141.829,803,1001,119.655,39
kroD100rdmRad,4,31,5,WEIBULLAFT,141.839,313,513,60.8354,133
kroD100rdmRad,4,31,3,DEEPSURV,141.986,179,449,62.5805,123
kroD100rdmRad,4,31,2,GBSA,141.986,376,576,70.1621,89
kroD100rdmRad,4,31,0,COX,142.916,361,561,70.484,22
kroD100rdmRad,4,31,6,KNN,141.865,807,1001,82.3522,380
kroD100rdmRad,4,31,4,SSVM,141.829,792,992,85.2914,348
kroD100rdmRad,4,31,1,RSF,141.847,468,668,91.7558,159
kroD100rdmRad,4,31,9,BASELINE,141.829,603,803,92.2852,0
kroD100rdmRad,4,31,8,MTLR,141.829,610,810,95.9939,131
kroD100rdmRad,4,31,7,ELASTICNET,142.026,261,461,52.788,116
kroD100rdmRad,5,41,0,COX,141.829,233,449,41.6533,169
kroD100rdmRad,5,41,2,GBSA,143.073,308,508,57.6721,132
kroD100rdmRad,5,41,8,MTLR,141.832,151,431,60.7533,116
kroD100rdmRad,5,41,5,WEIBULLAFT,141.829,548,748,66.1037,337
kroD100rdmRad,5,41,6,KNN,142.01,433,633,66.3983,164
kroD100rdmRad,5,41,7,ELASTICNET,141.832,562,762,72.3087,237
kroD100rdmRad,5,41,3,DEEPSURV,141.829,364,564,77.4768,73
kroD100rdmRad,5,41,9,BASELINE,142.916,483,683,80.3011,0
kroD100rdmRad,5,41,4,SSVM,141.829,664,864,81.7988,232
kroD100rdmRad,5,41,1,RSF,141.829,649,849,108.062,159
kroD100rdmRad,6,51,5,WEIBULLAFT,142.02,286,486,55.9384,137
kroD100rdmRad,6,51,6,KNN,142.139,385,585,57.046,206
kroD100rdmRad,6,51,2,GBSA,141.841,376,576,61.7243,174
kroD100rdmRad,6,51,4,SSVM,141.966,736,936,74.2613,418
kroD100rdmRad,6,51,3,DEEPSURV,141.829,337,537,83.0292,5
kroD100rdmRad,6,51,0,COX,141.829,474,674,83.1742,18
kroD100rdmRad,6,51,7,ELASTICNET,141.829,693,893,86.0608,233
kroD100rdmRad,6,51,8,MTLR,141.829,899,1001,103.324,246
kroD100rdmRad,6,51,9,BASELINE,141.829,837,1001,109.357,0
kroD100rdmRad,6,51,1,RSF,141.829,622,822,111.23,141
kroD100rdmRad,7,61,1,RSF,143.195,239,449,63.88,126
kroD100rdmRad,7,61,8,MTLR,141.829,414,614,79.9131,160
kroD100rdmRad,7,61,4,SSVM,141.829,925,1001,84.6139,410
kroD100rdmRad,7,61,3,DEEPSURV,141.841,553,753,86.2233,244
kroD100rdmRad,7,61,7,ELASTICNET,142.916,529,729,89.0708,79
kroD100rdmRad,7,61,5,WEIBULLAFT,141.829,433,633,90.9033,4
kroD100rdmRad,7,61,6,KNN,141.829,557,757,92.5075,76
kroD100rdmRad,7,61,0,COX,141.829,551,751,93.8021,20
kroD100rdmRad,7,61,2,GBSA,141.832,988,1001,101.887,219
kroD100rdmRad,7,61,9,BASELINE,142.916,667,867,102.313,0
kroD100rdmRad,8,71,0,COX,142.079,120,400,33.191,191
kroD100rdmRad,8,71,4,SSVM,141.831,328,528,52.9428,182
kroD100rdmRad,8,71,8,MTLR,141.993,272,472,62.1973,133
kroD100rdmRad,8,71,7,ELASTICNET,141.829,530,730,71.13,216
kroD100rdmRad,8,71,5,WEIBULLAFT,141.871,423,623,73.0433,117
kroD100rdmRad,8,71,1,RSF,141.832,326,526,80.2997,63
kroD100rdmRad,8,71,3,DEEPSURV,142.916,501,701,81.5907,169
kroD100rdmRad,8,71,9,BASELINE,141.829,497,697,82.9586,0
kroD100rdmRad,8,71,6,KNN,141.829,658,858,90.5059,114
kroD100rdmRad,8,71,2,GBSA,141.829,876,1001,94.3517,224
kroD100rdmRad,9,81,5,WEIBULLAFT,142.158,135,415,50.0773,123
kroD100rdmRad,9,81,0,COX,141.989,699,899,56.3861,499
kroD100rdmRad,9,81,8,MTLR,143.095,109,399,57.2226,118
kroD100rdmRad,9,81,7,ELASTICNET,141.829,531,731,72.0485,216
kroD100rdmRad,9,81,3,DEEPSURV,141.829,485,685,78.9222,209
kroD100rdmRad,9,81,6,KNN,141.829,802,1001,84.6247,367
kroD100rdmRad,9,81,2,GBSA,141.831,641,841,88.7065,174
kroD100rdmRad,9,81,4,SSVM,141.829,642,842,93.7697,89
kroD100rdmRad,9,81,9,BASELINE,141.829,648,848,96.8363,0
kroD100rdmRad,9,81,1,RSF,141.829,598,798,112.519,73
bubbles5,10,91,1,RSF,1062.25,144,424,103.177,83
bubbles5,10,91,3,DEEPSURV,1062.12,382,582,107.0,220
bubbles5,10,91,2,GBSA,1047.62,728,928,114.481,485
bubbles5,10,91,5,WEIBULLAFT,1049.53,805,1001,121.215,544
bubbles5,10,91,7,ELASTICNET,1043.62,416,616,128.713,75
bubbles5,10,91,8,MTLR,1060.52,631,831,132.303,342
bubbles5,10,91,6,KNN,1044.72,893,1001,169.833,194
bubbles5,10,91,4,SSVM,1045.74,935,1001,176.622,153
bubbles5,10,91,0,COX,1041.86,778,978,177.32,96
bubbles5,10,91,9,BASELINE,1040.02,811,1001,194.724,0
bubbles5,1,1,0,COX,1079.38,156,436,74.7411,143
bubbles5,1,1,4,SSVM,1069.03,236,449,76.6041,157
bubbles5,1,1,8,MTLR,1053.79,178,449,95.3612,107
bubbles5,1,1,2,GBSA,1066.66,453,653,99.5915,250
bubbles5,1,1,7,ELASTICNET,1046.9,479,679,125.116,101
bubbles5,1,1,5,WEIBULLAFT,1038.8,670,870,150.879,142
bubbles5,1,1,6,KNN,1048.04,680,880,154.092,117
bubbles5,1,1,9,BASELINE,1040.7,954,1001,182.579,0
bubbles5,1,1,1,RSF,1042.16,946,1001,182.984,235
bubbles5,1,1,3,DEEPSURV,1040.52,928,1001,185.214,48
bubbles5,2,11,6,KNN,1060.76,182,449,78.0284,152
bubbles5,2,11,7,ELASTICNET,1061.79,370,570,103.493,140
bubbles5,2,11,3,DEEPSURV,1061.17,268,468,105.981,81
bubbles5,2,11,4,SSVM,1058.57,382,582,107.788,139
bubbles5,2,11,5,WEIBULLAFT,1056.71,512,712,110.379,278
bubbles5,2,11,0,COX,1049.75,610,810,142.178,121
bubbles5,2,11,2,GBSA,1046.58,918,1001,144.589,330
bubbles5,2,11,9,BASELINE,1044.68,546,746,147.992,0
bubbles5,2,11,1,RSF,1044.83,936,1001,181.971,242
bubbles5,2,11,8,MTLR,1040.88,843,1001,191.428,23
bubbles5,3,21,0,COX,1059.22,103,399,64.8393,146
bubbles5,3,21,4,SSVM,1059.73,295,495,77.6924,195
bubbles5,3,21,2,GBSA,1067.37,343,543,90.6386,184
bubbles5,3,21,5,WEIBULLAFT,1044.46,882,1001,156.998,277
bubbles5,3,21,7,ELASTICNET,1045.68,671,871,169.135,40
bubbles5,3,21,9,BASELINE,1040.41,709,909,174.46,0
bubbles5,3,21,3,DEEPSURV,1046.11,917,1001,179.504,159
bubbles5,3,21,8,MTLR,1043.0,726,926,187.815,26
bubbles5,3,21,6,KNN,1041.02,991,1001,190.531,37
bubbles5,3,21,1,RSF,1044.14,743,943,201.662,102
bubbles5,4,31,0,COX,1063.53,244,449,76.6327,151
bubbles5,4,31,4,SSVM,1065.33,235,449,80.365,143
bubbles5,4,31,6,KNN,1058.67,382,582,91.1405,225
bubbles5,4,31,7,ELASTICNET,1056.89,393,593,100.773,178
bubbles5,4,31,8,MTLR,1052.72,383,583,111.089,166
bubbles5,4,31,2,GBSA,1056.0,522,722,114.127,238
bubbles5,4,31,3,DEEPSURV,1061.09,398,598,115.414,159
bubbles5,4,31,1,RSF,1054.5,278,478,115.407,41
bubbles5,4,31,5,WEIBULLAFT,1057.93,562,762,116.368,282
bubbles5,4,31,9,BASELINE,1041.51,943,1001,181.769,0
bubbles5,5,41,7,ELASTICNET,1074.04,79,399,60.3745,172
bubbles5,5,41,4,SSVM,1055.46,207,449,73.1692,158
bubbles5,5,41,6,KNN,1051.65,422,622,93.7184,221
bubbles5,5,41,5,WEIBULLAFT,1040.07,492,692,139.244,22
bubbles5,5,41,0,COX,1040.85,892,1001,175.959,51
bubbles5,5,41,9,BASELINE,1039.06,782,982,180.666,0
bubbles5,5,41,3,DEEPSURV,1040.93,946,1001,187.348,67
bubbles5,5,41,8,MTLR,1039.97,863,1001,188.55,67
bubbles5,5,41,1,RSF,1043.3,913,1001,211.313,52
bubbles5,5,41,2,GBSA,1056.53,301,499,90.8373,118
bubbles5,6,51,6,KNN,1063.74,233,433,78.0477,136
bubbles5,6,51,4,SSVM,1074.1,283,483,82.2411,162
bubbles5,6,51,7,ELASTICNET,1056.33,358,558,92.7939,183
bubbles5,6,51,2,GBSA,1052.54,465,665,102.064,245
bubbles5,6,51,8,MTLR,1047.28,841,1001,145.922,377
bubbles5,6,51,1,RSF,1045.03,707,907,160.315,314
bubbles5,6,51,5,WEIBULLAFT,1041.99,875,1001,178.373,132
bubbles5,6,51,0,COX,1040.29,981,1001,182.547,49
bubbles5,6,51,3,DEEPSURV,1040.85,956,1001,188.121,93
bubbles5,6,51,9,BASELINE,1041.96,796,996,188.577,0
bubbles5,7,61,4,SSVM,1063.76,223,449,86.272,135
bubbles5,7,61,9,BASELINE,1065.8,155,355,87.6258,0
bubbles5,7,61,0,COX,1062.82,238,449,95.6928,73
bubbles5,7,61,5,WEIBULLAFT,1059.16,321,521,96.9504,165
bubbles5,7,61,7,ELASTICNET,1050.23,445,645,130.123,80
bubbles5,7,61,6,KNN,1046.38,569,769,145.563,108
bubbles5,7,61,8,MTLR,1046.85,530,730,152.601,73
bubbles5,7,61,2,GBSA,1042.2,861,1001,174.164,151
bubbles5,7,61,3,DEEPSURV,1037.59,951,1001,188.907,84
bubbles5,7,61,1,RSF,1041.61,776,976,206.258,86
bubbles5,8,71,6,KNN,1062.52,263,463,76.978,164
bubbles5,8,71,4,SSVM,1062.73,250,450,86.7816,103
bubbles5,8,71,2,GBSA,1052.64,310,510,92.4056,137
bubbles5,8,71,5,WEIBULLAFT,1058.1,552,752,102.987,340
bubbles5,8,71,1,RSF,1055.11,424,624,116.255,216
bubbles5,8,71,8,MTLR,1051.34,478,678,127.548,149
bubbles5,8,71,7,ELASTICNET,1055.13,605,805,143.344,116
bubbles5,8,71,0,COX,1042.04,981,1001,159.483,176
bubbles5,8,71,9,BASELINE,1043.61,939,1001,184.271,0
bubbles5,8,71,3,DEEPSURV,1039.09,911,1001,192.06,23
bubbles5,9,81,0,COX,1071.8,177,449,77.3716,149
bubbles5,9,81,6,KNN,1063.71,195,449,82.3287,143
bubbles5,9,81,8,MTLR,1055.42,349,549,102.095,199
bubbles5,9,81,4,SSVM,1063.83,625,825,111.441,376
bubbles5,9,81,1,RSF,1051.97,336,536,127.613,79
bubbles5,9,81,5,WEIBULLAFT,1053.44,426,626,130.541,75
bubbles5,9,81,2,GBSA,1043.16,723,923,154.551,198
bubbles5,9,81,9,BASELINE,1038.65,911,1001,186.89,0
bubbles5,9,81,7,ELASTICNET,1043.51,856,1001,186.959,48
bubbles5,9,81,3,DEEPSURV,1042.71,805,1001,200.78,6
team6_500rdmRad,10,91,7,ELASTICNET,621.195,85,399,55.07,131
team6_500rdmRad,10,91,4,SSVM,620.938,598,798,88.6494,330
team6_500rdmRad,10,91,5,WEIBULLAFT,621.86,451,651,90.9716,190
