instance,run,seed,island,model,best,best_iter,effective_iter,total_t,ml_rejects
bonus1000,10,91,0,COX,460.578,231,431,167.091,184
bonus1000,10,91,4,SSVM,443.82,240,449,184.274,176
bonus1000,10,91,5,WEIBULLAFT,436.519,221,449,224.634,95
bonus1000,10,91,1,RSF,439.208,349,549,259.998,143
bonus1000,10,91,2,GBSA,409.251,628,828,321.198,257
bonus1000,10,91,7,ELASTICNET,405.393,663,863,433.2,25
bonus1000,10,91,8,MTLR,408.378,884,1001,489.158,60
bonus1000,10,91,9,BASELINE,403.066,969,1001,496.426,0
bonus1000,10,91,3,DEEPSURV,398.026,997,1001,497.83,13
bonus1000,10,91,6,KNN,406.682,952,1001,499.292,27
bonus1000,1,1,0,COX,446.755,169,449,196.222,188
bonus1000,1,1,4,SSVM,443.847,238,449,204.411,175
bonus1000,1,1,8,MTLR,429.211,413,613,328.005,93
bonus1000,1,1,7,ELASTICNET,409.157,533,733,383.035,101
bonus1000,1,1,6,KNN,408.587,891,1001,502.387,110
bonus1000,1,1,5,WEIBULLAFT,409.958,998,1001,535.164,73
bonus1000,1,1,2,GBSA,394.755,916,1001,551.924,38
bonus1000,1,1,9,BASELINE,394.362,935,1001,565.729,0
bonus1000,1,1,1,RSF,396.198,938,1001,568.775,36
bonus1000,1,1,3,DEEPSURV,397.038,920,1001,572.707,9
bonus1000,2,11,7,ELASTICNET,446.997,225,449,197.384,161
bonus1000,2,11,4,SSVM,446.9,381,581,200.629,294
bonus1000,2,11,2,GBSA,422.343,532,732,312.238,242
bonus1000,2,11,1,RSF,399.538,414,614,333.677,128
bonus1000,2,11,8,MTLR,414.663,949,1001,444.2,336
bonus1000,2,11,9,BASELINE,397.709,678,878,520.376,0
bonus1000,2,11,6,KNN,400.34,886,1001,557.722,51
bonus1000,2,11,3,DEEPSURV,396.639,992,1001,574.539,24
bonus1000,2,11,0,COX,401.46,991,1001,578.408,9
bonus1000,2,11,5,WEIBULLAFT,391.836,981,1001,594.186,8
bonus1000,3,21,4,SSVM,433.932,236,449,175.28,196
bonus1000,3,21,0,COX,450.545,246,449,182.956,176
bonus1000,3,21,7,ELASTICNET,425.874,908,1001,271.57,560
bonus1000,3,21,6,KNN,405.765,976,1001,379.923,343
bonus1000,3,21,8,MTLR,404.727,786,986,427.992,280
bonus1000,3,21,2,GBSA,411.546,999,1001,482.089,139
bonus1000,3,21,3,DEEPSURV,404.336,926,1001,516.75,99
bonus1000,3,21,5,WEIBULLAFT,402.471,996,1001,529.614,42
bonus1000,3,21,9,BASELINE,403.241,966,1001,532.218,0
bonus1000,3,21,1,RSF,401.149,890,1001,582.983,2
bonus1000,4,31,0,COX,432.56,245,449,178.602,188
bonus1000,4,31,6,KNN,412.12,700,900,352.599,342
bonus1000,4,31,8,MTLR,405.191,549,749,409.715,122
bonus1000,4,31,7,ELASTICNET,417.699,616,816,425.463,144
bonus1000,4,31,3,DEEPSURV,416.647,837,1001,439.386,344
bonus1000,4,31,1,RSF,399.559,995,1001,533.668,214
bonus1000,4,31,5,WEIBULLAFT,400.616,982,1001,575.823,68
bonus1000,4,31,9,BASELINE,399.299,911,1001,590.257,0
bonus1000,4,31,4,SSVM,392.758,987,1001,590.358,4
bonus1000,4,31,2,GBSA,402.13,965,1001,594.186,40
bonus1000,5,41,0,COX,444.922,232,449,186.477,188
bonus1000,5,41,4,SSVM,460.56,221,449,208.991,156
bonus1000,5,41,6,KNN,409.179,595,795,302.86,310
bonus1000,5,41,5,WEIBULLAFT,410.567,646,846,349.474,280
bonus1000,5,41,2,GBSA,406.503,698,898,362.487,297
bonus1000,5,41,1,RSF,405.38,904,1001,396.971,413
bonus1000,5,41,7,ELASTICNET,394.865,996,1001,490.506,76
bonus1000,5,41,3,DEEPSURV,398.426,762,962,491.82,69
bonus1000,5,41,8,MTLR,395.811,760,960,512.938,16
bonus1000,5,41,9,BASELINE,399.625,811,1001,519.052,0
bonus1000,6,51,0,COX,437.781,237,449,195.203,182
bonus1000,6,51,4,SSVM,445.074,243,449,204.185,157
bonus1000,6,51,3,DEEPSURV,431.199,373,573,255.853,195
bonus1000,6,51,2,GBSA,408.228,914,1001,431.596,273
bonus1000,6,51,8,MTLR,408.212,909,1001,460.29,268
bonus1000,6,51,7,ELASTICNET,392.556,994,1001,485.277,189
bonus1000,6,51,5,WEIBULLAFT,401.422,927,1001,537.701,83
bonus1000,6,51,6,KNN,402.592,970,1001,552.569,53
bonus1000,6,51,1,RSF,403.131,977,1001,566.699,87
bonus1000,6,51,9,BASELINE,397.766,934,1001,567.005,0
bonus1000,7,61,4,SSVM,447.937,241,449,185.874,191
bonus1000,7,61,6,KNN,427.916,238,438,275.783,12
bonus1000,7,61,8,MTLR,412.964,737,937,371.098,408
bonus1000,7,61,9,BASELINE,407.106,452,652,407.43,0
bonus1000,7,61,2,GBSA,408.468,940,1001,437.714,324
bonus1000,7,61,7,ELASTICNET,407.217,700,900,528.106,13
bonus1000,7,61,5,WEIBULLAFT,406.127,960,1001,560.375,84
bonus1000,7,61,0,COX,401.634,855,1001,576.24,1
bonus1000,7,61,3,DEEPSURV,403.724,866,1001,581.49,36
bonus1000,7,61,1,RSF,397.504,991,1001,614.819,3
bonus1000,8,71,0,COX,450.871,172,449,191.342,164
bonus1000,8,71,4,SSVM,437.38,290,490,193.758,203
bonus1000,8,71,8,MTLR,448.849,247,449,222.641,117
bonus1000,8,71,3,DEEPSURV,424.236,519,719,311.685,189
bonus1000,8,71,6,KNN,412.359,963,1001,336.025,429
bonus1000,8,71,7,ELASTICNET,411.301,713,913,422.692,136
bonus1000,8,71,2,GBSA,409.472,968,1001,433.021,186
bonus1000,8,71,5,WEIBULLAFT,410.018,717,917,473.542,23
bonus1000,8,71,9,BASELINE,401.949,848,1001,498.693,0
bonus1000,8,71,1,RSF,401.091,936,1001,518.775,71
bonus1000,9,81,0,COX,447.851,222,449,167.184,196
bonus1000,9,81,7,ELASTICNET,427.359,384,584,236.533,194
bonus1000,9,81,5,WEIBULLAFT,425.914,293,493,289.082,4
bonus1000,9,81,4,SSVM,431.564,876,1001,317.476,473
bonus1000,9,81,3,DEEPSURV,408.568,509,709,405.423,4
bonus1000,9,81,8,MTLR,413.454,982,1001,415.64,273
bonus1000,9,81,2,GBSA,404.59,932,1001,465.195,128
bonus1000,9,81,6,KNN,400.732,992,1001,496.467,23
bonus1000,9,81,9,BASELINE,402.846,1000,1001,502.398,0
bonus1000,9,81,1,RSF,396.021,922,1001,547.129,1
concentricCircles1,10,91,4,SSVM,53.1582,74,399,32.49,153
concentricCircles1,10,91,9,BASELINE,53.1582,168,368,36.4739,0
concentricCircles1,10,91,2,GBSA,53.1642,16,399,37.2497,112
concentricCircles1,10,91,0,COX,53.1582,277,477,41.472,82
concentricCircles1,10,91,5,WEIBULLAFT,53.1582,40,399,41.7839,73
concentricCircles1,10,91,6,KNN,53.1582,10,399,42.6721,20
concentricCircles1,10,91,3,DEEPSURV,53.1582,126,406,45.6451,119
concentricCircles1,10,91,1,RSF,53.1582,97,399,46.9628,101
concentricCircles1,10,91,8,MTLR,53.1582,56,399,50.5082,41
concentricCircles1,10,91,7,ELASTICNET,53.1582,26,398,32.2892,152
concentricCircles1,1,1,9,BASELINE,53.1582,39,239,24.6818,0
concentricCircles1,1,1,0,COX,53.1582,112,399,29.3751,150
concentricCircles1,1,1,7,ELASTICNET,53.1582,23,399,33.0666,137
concentricCircles1,1,1,4,SSVM,53.1582,76,399,33.9988,129
concentricCircles1,1,1,5,WEIBULLAFT,53.1582,114,399,36.8135,135
concentricCircles1,1,1,2,GBSA,53.1582,18,399,37.3617,100
concentricCircles1,1,1,6,KNN,53.1582,108,399,41.414,27
concentricCircles1,1,1,1,RSF,53.1582,50,399,43.8729,129
concentricCircles1,1,1,3,DEEPSURV,53.1582,33,399,47.0626,82
concentricCircles1,1,1,8,MTLR,53.1582,66,399,48.5507,61
concentricCircles1,2,11,9,BASELINE,53.1582,74,274,28.1562,0
concentricCircles1,2,11,0,COX,53.1582,143,423,31.9919,140
concentricCircles1,2,11,4,SSVM,53.1582,60,399,35.3365,119
concentricCircles1,2,11,6,KNN,53.1582,31,399,38.677,71
concentricCircles1,2,11,2,GBSA,53.1582,129,409,39.0011,94
concentricCircles1,2,11,7,ELASTICNET,53.1582,163,443,39.6183,105
concentricCircles1,2,11,5,WEIBULLAFT,53.1582,108,399,45.4933,6
concentricCircles1,2,11,1,RSF,53.1582,109,399,47.0656,94
concentricCircles1,2,11,3,DEEPSURV,53.1582,73,399,48.2675,77
concentricCircles1,2,11,8,MTLR,53.1582,38,399,49.2356,62
concentricCircles1,3,21,0,COX,53.1582,69,399,32.4683,116
concentricCircles1,3,21,4,SSVM,53.1582,79,399,36.1868,112
concentricCircles1,3,21,5,WEIBULLAFT,53.1582,31,399,37.6198,135
concentricCircles1,3,21,9,BASELINE,53.1582,197,397,38.9422,0
concentricCircles1,3,21,6,KNN,53.1582,90,399,39.1928,73
concentricCircles1,3,21,2,GBSA,53.1582,303,503,40.2766,184
concentricCircles1,3,21,7,ELASTICNET,53.1582,107,399,41.8866,33
concentricCircles1,3,21,3,DEEPSURV,53.1582,79,399,48.6017,93
concentricCircles1,3,21,1,RSF,53.1582,34,399,49.4004,63
concentricCircles1,3,21,8,MTLR,53.1582,150,430,55.1526,3
concentricCircles1,4,31,9,BASELINE,53.1582,61,261,26.5138,0
concentricCircles1,4,31,0,COX,53.1582,77,399,33.8347,92
concentricCircles1,4,31,6,KNN,53.1582,40,399,34.2639,121
concentricCircles1,4,31,7,ELASTICNET,53.1582,72,399,34.7343,115
concentricCircles1,4,31,4,SSVM,53.1582,68,399,35.2558,110
concentricCircles1,4,31,2,GBSA,53.1582,69,399,36.9942,101
concentricCircles1,4,31,5,WEIBULLAFT,53.1582,123,403,43.4685,24
concentricCircles1,4,31,1,RSF,53.1582,226,426,47.8713,102
concentricCircles1,4,31,3,DEEPSURV,53.1582,66,399,49.2094,36
concentricCircles1,4,31,8,MTLR,53.1582,202,402,51.8802,0
concentricCircles1,5,41,9,BASELINE,53.1582,75,275,27.9411,0
concentricCircles1,5,41,0,COX,53.1582,23,399,29.374,147
concentricCircles1,5,41,4,SSVM,53.1642,64,399,30.9559,161
concentricCircles1,5,41,5,WEIBULLAFT,53.1582,59,399,37.3988,117
concentricCircles1,5,41,6,KNN,53.1582,39,399,38.0239,71
concentricCircles1,5,41,2,GBSA,53.1582,110,399,39.118,70
concentricCircles1,5,41,7,ELASTICNET,53.1582,150,430,42.597,36
concentricCircles1,5,41,1,RSF,53.1582,25,399,47.6258,73
concentricCircles1,5,41,8,MTLR,53.1582,31,399,47.851,58
concentricCircles1,5,41,3,DEEPSURV,53.1582,52,399,51.487,1
concentricCircles1,6,51,0,COX,53.1582,38,399,28.4037,162
concentricCircles1,6,51,7,ELASTICNET,53.1582,26,399,31.0837,161
concentricCircles1,6,51,4,SSVM,53.1582,28,399,33.0799,143
concentricCircles1,6,51,9,BASELINE,53.1582,143,343,33.8987,0
concentricCircles1,6,51,5,WEIBULLAFT,53.1582,104,399,35.6838,145
concentricCircles1,6,51,6,KNN,53.1582,37,399,37.5778,79
concentricCircles1,6,51,2,GBSA,53.1582,58,399,43.2564,11
concentricCircles1,6,51,3,DEEPSURV,53.1582,61,399,43.7277,123
concentricCircles1,6,51,8,MTLR,53.1582,216,416,45.4434,117
concentricCircles1,6,51,1,RSF,53.1582,81,399,45.9384,101
concentricCircles1,7,61,9,BASELINE,53.1582,37,237,24.5069,0
concentricCircles1,7,61,0,COX,53.1582,19,399,26.9846,170
concentricCircles1,7,61,6,KNN,53.1582,50,399,32.7744,134
concentricCircles1,7,61,5,WEIBULLAFT,53.1582,44,399,36.5538,118
concentricCircles1,7,61,4,SSVM,53.1582,23,399,37.5429,80
concentricCircles1,7,61,7,ELASTICNET,53.1582,22,399,39.6222,43
concentricCircles1,7,61,2,GBSA,53.1582,48,399,39.6847,60
concentricCircles1,7,61,1,RSF,53.1582,62,399,46.1825,80
concentricCircles1,7,61,8,MTLR,53.1582,142,422,46.2922,92
concentricCircles1,7,61,3,DEEPSURV,53.1582,89,399,46.9707,61
concentricCircles1,8,71,9,BASELINE,53.1582,98,298,29.89,0
concentricCircles1,8,71,0,COX,53.1582,76,399,31.7865,121
concentricCircles1,8,71,7,ELASTICNET,53.1582,122,402,34.6933,124
concentricCircles1,8,71,6,KNN,53.1582,77,399,35.9766,106
concentricCircles1,8,71,4,SSVM,53.1582,187,449,36.6284,150
concentricCircles1,8,71,5,WEIBULLAFT,53.1582,101,399,36.9506,131
concentricCircles1,8,71,2,GBSA,53.1582,153,433,40.042,99
concentricCircles1,8,71,1,RSF,53.1582,6,399,44.7279,116
concentricCircles1,8,71,8,MTLR,53.1582,88,399,47.1142,71
concentricCircles1,8,71,3,DEEPSURV,53.1582,37,399,48.2809,53
concentricCircles1,9,81,9,BASELINE,53.1582,103,303,30.6679,0
concentricCircles1,9,81,6,KNN,53.1582,25,399,36.563,104
concentricCircles1,9,81,0,COX,53.1582,38,399,36.8743,68
concentricCircles1,9,81,4,SSVM,53.1582,87,399,38.1737,85
concentricCircles1,9,81,2,GBSA,53.1582,26,399,39.1246,85
concentricCircles1,9,81,7,ELASTICNET,53.1582,62,399,39.7349,61
concentricCircles1,9,81,5,WEIBULLAFT,53.1582,24,399,44.7223,27
concentricCircles1,9,81,3,DEEPSURV,53.1582,107,399,46.4044,99
concentricCircles1,9,81,1,RSF,53.1582,72,399,50.4762,36
concentricCircles1,9,81,8,MTLR,53.1582,219,419,54.2341,0
rotatingDiamonds1,10,91,9,BASELINE,32.389,2,202,23.4008,0
rotatingDiamonds1,10,91,4,SSVM,32.389,1,399,37.6988,108
rotatingDiamonds1,10,91,7,ELASTICNET,32.389,1,399,39.5429,82
rotatingDiamonds1,10,91,6,KNN,32.389,2,399,39.7845,81
rotatingDiamonds1,10,91,0,COX,32.389,3,399,40.4042,40
rotatingDiamonds1,10,91,5,WEIBULLAFT,32.389,4,399,43.059,77
rotatingDiamonds1,10,91,2,GBSA,32.389,2,399,45.6645,15
rotatingDiamonds1,10,91,1,RSF,32.389,9,399,47.9119,108
rotatingDiamonds1,10,91,3,DEEPSURV,32.389,1,399,50.0513,71
rotatingDiamonds1,10,91,8,MTLR,32.389,3,399,51.1211,60
rotatingDiamonds1,1,1,9,BASELINE,32.389,3,203,22.1217,0
rotatingDiamonds1,1,1,0,COX,32.389,1,399,29.0726,155
rotatingDiamonds1,1,1,7,ELASTICNET,32.389,1,399,35.9936,102
rotatingDiamonds1,1,1,6,KNN,32.389,2,399,36.0551,104
rotatingDiamonds1,1,1,4,SSVM,32.389,2,399,36.2662,103
rotatingDiamonds1,1,1,2,GBSA,32.389,2,399,36.8449,108
rotatingDiamonds1,1,1,5,WEIBULLAFT,32.389,2,399,37.0299,131
rotatingDiamonds1,1,1,3,DEEPSURV,32.389,1,399,43.9951,110
rotatingDiamonds1,1,1,1,RSF,32.389,2,399,45.5019,109
rotatingDiamonds1,1,1,8,MTLR,32.389,2,399,49.6597,27
rotatingDiamonds1,2,11,9,BASELINE,32.389,5,205,22.4259,0
rotatingDiamonds1,2,11,4,SSVM,32.389,1,399,35.2284,127
rotatingDiamonds1,2,11,2,GBSA,32.389,1,399,35.8726,126
rotatingDiamonds1,2,11,7,ELASTICNET,32.389,1,399,36.2867,105
rotatingDiamonds1,2,11,0,COX,32.389,1,399,36.9163,67
rotatingDiamonds1,2,11,5,WEIBULLAFT,32.389,1,399,39.5948,96
rotatingDiamonds1,2,11,6,KNN,32.389,3,399,41.5868,33
rotatingDiamonds1,2,11,1,RSF,32.389,1,399,47.0712,92
rotatingDiamonds1,2,11,3,DEEPSURV,32.389,2,399,47.4118,77
rotatingDiamonds1,2,11,8,MTLR,32.389,2,399,47.5778,83
rotatingDiamonds1,3,21,9,BASELINE,32.389,1,201,22.2365,0
rotatingDiamonds1,3,21,0,COX,32.389,4,399,36.2389,95
rotatingDiamonds1,3,21,4,SSVM,32.389,3,399,37.3908,117
rotatingDiamonds1,3,21,7,ELASTICNET,32.389,1,399,38.705,96
rotatingDiamonds1,3,21,6,KNN,32.389,2,399,40.1925,79
rotatingDiamonds1,3,21,2,GBSA,32.389,1,399,45.8101,17
rotatingDiamonds1,3,21,8,MTLR,32.389,1,399,49.5661,91
rotatingDiamonds1,3,21,3,DEEPSURV,32.389,1,399,50.3985,76
rotatingDiamonds1,3,21,1,RSF,32.389,2,399,52.4784,36
rotatingDiamonds1,3,21,5,WEIBULLAFT,32.389,1,398,37.9315,144
rotatingDiamonds1,4,31,9,BASELINE,32.389,3,203,24.4364,0
rotatingDiamonds1,4,31,7,ELASTICNET,32.389,1,399,38.0328,125
rotatingDiamonds1,4,31,0,COX,32.389,3,399,39.35,82
rotatingDiamonds1,4,31,6,KNN,32.389,2,399,39.5511,113
rotatingDiamonds1,4,31,4,SSVM,32.389,1,399,41.2589,96
rotatingDiamonds1,4,31,2,GBSA,32.389,4,399,41.8856,101
rotatingDiamonds1,4,31,5,WEIBULLAFT,32.389,1,399,42.8862,116
rotatingDiamonds1,4,31,1,RSF,32.389,1,399,50.4274,105
rotatingDiamonds1,4,31,8,MTLR,32.389,2,399,54.8039,37
rotatingDiamonds1,4,31,3,DEEPSURV,32.389,1,399,56.341,8
rotatingDiamonds1,5,41,9,BASELINE,32.389,1,201,23.3632,0
rotatingDiamonds1,5,41,0,COX,32.389,4,399,35.9386,95
rotatingDiamonds1,5,41,6,KNN,32.389,2,399,36.2298,126
rotatingDiamonds1,5,41,4,SSVM,32.389,3,399,37.9192,112
rotatingDiamonds1,5,41,2,GBSA,32.389,3,399,40.1183,91
rotatingDiamonds1,5,41,7,ELASTICNET,32.389,11,399,40.2459,72
rotatingDiamonds1,5,41,5,WEIBULLAFT,32.389,4,399,43.9043,53
rotatingDiamonds1,5,41,8,MTLR,32.389,5,399,47.3347,115
rotatingDiamonds1,5,41,1,RSF,32.389,1,399,51.1033,54
rotatingDiamonds1,5,41,3,DEEPSURV,32.389,1,399,53.7303,11
rotatingDiamonds1,6,51,9,BASELINE,32.389,1,201,22.0362,0
rotatingDiamonds1,6,51,0,COX,32.389,3,399,34.0926,109
rotatingDiamonds1,6,51,4,SSVM,32.389,1,399,36.2495,116
rotatingDiamonds1,6,51,5,WEIBULLAFT,32.389,1,399,37.8207,135
rotatingDiamonds1,6,51,2,GBSA,32.389,6,399,40.6021,77
rotatingDiamonds1,6,51,6,KNN,32.389,5,399,42.0697,38
rotatingDiamonds1,6,51,7,ELASTICNET,32.389,1,399,43.8241,15
rotatingDiamonds1,6,51,1,RSF,32.389,3,399,47.3708,108
rotatingDiamonds1,6,51,8,MTLR,32.389,4,399,51.1891,41
rotatingDiamonds1,6,51,3,DEEPSURV,32.389,1,399,53.6613,1
rotatingDiamonds1,7,61,9,BASELINE,32.389,11,211,22.8408,0
rotatingDiamonds1,7,61,4,SSVM,32.389,6,399,34.0161,138
rotatingDiamonds1,7,61,0,COX,32.389,1,399,34.5,97
rotatingDiamonds1,7,61,6,KNN,32.389,8,399,35.8506,116
rotatingDiamonds1,7,61,7,ELASTICNET,32.389,1,399,36.9815,100
rotatingDiamonds1,7,61,2,GBSA,32.389,4,399,45.0231,6
rotatingDiamonds1,7,61,5,WEIBULLAFT,32.389,7,399,46.1191,5
rotatingDiamonds1,7,61,3,DEEPSURV,32.389,2,399,47.3138,88
rotatingDiamonds1,7,61,1,RSF,32.389,1,399,47.6565,93
rotatingDiamonds1,7,61,8,MTLR,32.389,1,399,47.7447,83
rotatingDiamonds1,8,71,9,BASELINE,32.389,1,201,22.2598,0
rotatingDiamonds1,8,71,4,SSVM,32.389,5,399,35.3514,128
rotatingDiamonds1,8,71,6,KNN,32.389,3,399,36.303,113
rotatingDiamonds1,8,71,2,GBSA,32.389,2,399,36.9999,123
rotatingDiamonds1,8,71,7,ELASTICNET,32.389,1,399,40.1179,61
