instance,run,seed,island,model,percentile,threshold,objective,val_samples
d493_or2,6,51,5,WEIBULLAFT,55,-12.376627,0.3882,48
d493_or2,6,51,4,SSVM,55,-2.072458,-0.0163,47
d493_or2,6,51,0,COX,55,1.004431,-0.0222,50
d493_or2,6,51,2,GBSA,55,0.35155,0.3298,50
d493_or2,6,51,8,MTLR,50,0.948303,0.3241,50
d493_or2,6,51,3,DEEPSURV,60,60.0,0.3561,50
d493_or2,7,61,5,WEIBULLAFT,50,-13.502303,0.6113,38
d493_or2,7,61,4,SSVM,50,-1.284934,0.0615,38
d493_or2,7,61,7,ELASTICNET,50,0.010074,0.0031,46
d493_or2,7,61,2,,75,0.940898,0.1857,46
d493_or2,7,61,0,COX,55,1.003579,0.245,50
d493_or2,7,61,1,RSF,85,110.204334,0.0951,50
d493_or2,7,61,6,KNN,65,-17.21,0.1398,50
d493_or2,7,61,8,MTLR,80,0.961791,0.0067,49
d493_or2,7,61,3,DEEPSURV,95,95.0,0.0134,50
d493_or2,8,71,5,WEIBULLAFT,50,-13.08164,0.3183,47
d493_or2,8,71,1,RSF,95,114.652969,0.0479,50
d493_or2,8,71,4,SSVM,65,-0.948463,0.0951,47
d493_or2,8,71,7,ELASTICNET,70,0.105439,0.2886,50
d493_or2,8,71,2,GBSA,50,0.186706,0.5623,50
d493_or2,8,71,0,COX,75,1.012528,0.1726,50
d493_or2,8,71,8,MTLR,60,0.939788,0.0494,48
d493_or2,8,71,6,KNN,50,-20.133333,0.3386,50
d493_or2,8,71,3,DEEPSURV,60,60.0,0.2905,50
d493_or2,9,81,2,GBSA,65,0.726814,0.109,41
d493_or2,9,81,5,WEIBULLAFT,85,-10.9128,0.1079,44
d493_or2,9,81,4,SSVM,95,-1.708373,-0.0521,46
d493_or2,9,81,0,COX,50,1.033053,0.1771,50
d493_or2,9,81,1,RSF,50,98.726655,0.3614,50
d493_or2,9,81,6,KNN,55,-19.203333,0.2411,50
d493_or2,9,81,7,ELASTICNET,70,0.181669,0.2471,50
d493_or2,9,81,3,DEEPSURV,65,65.0,0.0968,50
d493_or2,9,81,8,MTLR,70,0.990332,0.0142,50
kroD100_or10,10,91,7,ELASTICNET,60,0.07162,0.1298,44
kroD100_or10,10,91,4,SSVM,50,-2.395678,0.244,47
kroD100_or10,10,91,6,KNN,60,-19.973333,0.0873,50
kroD100_or10,10,91,0,COX,60,1.056551,0.1268,50
kroD100_or10,10,91,1,RSF,95,114.109406,0.0097,50
kroD100_or10,10,91,2,GBSA,80,1.416469,0.145,50
kroD100_or10,10,91,8,MTLR,95,0.999992,-0.0239,40
kroD100_or10,10,91,3,DEEPSURV,55,55.0,-0.0076,49
kroD100_or10,1,1,7,ELASTICNET,65,0.075358,0.0676,50
kroD100_or10,1,1,6,KNN,50,-20.966667,0.3013,50
kroD100_or10,1,1,4,SSVM,95,-2.401401,-0.0836,47
kroD100_or10,1,1,0,COX,50,0.996736,0.209,50
kroD100_or10,1,1,1,RSF,60,94.598011,0.2265,50
kroD100_or10,1,1,2,GBSA,50,0.173908,0.1275,50
kroD100_or10,1,1,5,WEIBULLAFT,55,-13.798044,0.1197,47
kroD100_or10,1,1,3,DEEPSURV,85,85.0,-0.1195,50
kroD100_or10,1,1,8,MTLR,50,0.979716,0.4605,50
kroD100_or10,2,11,1,RSF,70,89.24608,0.2534,40
kroD100_or10,2,11,6,KNN,50,-19.133333,0.5075,50
kroD100_or10,2,11,7,ELASTICNET,70,0.071016,0.0581,50
kroD100_or10,2,11,0,COX,50,1.034687,0.1638,50
kroD100_or10,2,11,4,SSVM,60,-1.279032,0.1544,47
kroD100_or10,2,11,2,GBSA,50,0.158429,0.3339,50
kroD100_or10,2,11,5,WEIBULLAFT,50,-14.841906,0.0062,48
kroD100_or10,2,11,3,DEEPSURV,60,60.0,0.2137,50
kroD100_or10,2,11,8,MTLR,50,0.95697,0.201,50
kroD100_or10,3,21,0,COX,95,1.331756,-0.0815,41
kroD100_or10,3,21,1,RSF,55,85.046544,0.339,44
kroD100_or10,3,21,5,WEIBULLAFT,90,-10.749559,0.0353,41
kroD100_or10,3,21,6,KNN,95,-8.223333,0.0401,50
kroD100_or10,3,21,4,SSVM,50,-2.749261,0.3126,48
kroD100_or10,3,21,7,ELASTICNET,50,0.044203,0.2129,50
kroD100_or10,3,21,2,GBSA,55,0.320828,0.3326,50
kroD100_or10,3,21,8,MTLR,95,0.995133,-0.1047,50
kroD100_or10,3,21,3,DEEPSURV,95,95.0,-0.0288,50
kroD100_or10,4,31,6,KNN,50,-20.0,0.24,50
kroD100_or10,4,31,7,ELASTICNET,85,0.11502,0.0964,50
kroD100_or10,4,31,4,SSVM,70,-1.188899,0.1345,47
kroD100_or10,4,31,0,COX,70,1.098186,0.1442,50
kroD100_or10,4,31,1,RSF,50,95.312567,0.1601,50
kroD100_or10,4,31,2,GBSA,50,0.108847,0.2004,50
kroD100_or10,4,31,5,WEIBULLAFT,65,-14.602217,0.1208,48
kroD100_or10,4,31,3,DEEPSURV,85,85.0,-0.0636,50
kroD100_or10,4,31,8,MTLR,75,0.958785,-0.0295,50
kroD100_or10,5,41,1,RSF,80,101.096855,0.0033,43
kroD100_or10,5,41,4,SSVM,50,-1.228707,0.0627,48
kroD100_or10,5,41,6,KNN,75,-16.6,0.076,50
kroD100_or10,5,41,0,COX,80,1.143619,0.0503,50
kroD100_or10,5,41,7,ELASTICNET,50,0.00054,0.2223,50
kroD100_or10,5,41,2,GBSA,50,0.197844,0.0652,50
kroD100_or10,5,41,5,WEIBULLAFT,85,-10.744844,0.0381,47
kroD100_or10,5,41,8,MTLR,90,0.97449,-0.0028,48
kroD100_or10,5,41,3,DEEPSURV,50,50.0,0.1729,50
kroD100_or10,6,51,5,WEIBULLAFT,65,-12.976811,0.1799,39
kroD100_or10,6,51,7,ELASTICNET,85,0.196064,0.0258,50
kroD100_or10,6,51,4,SSVM,90,-1.792308,0.0562,48
kroD100_or10,6,51,6,KNN,50,-22.866667,0.2083,50
kroD100_or10,6,51,0,COX,55,1.024065,0.0193,50
kroD100_or10,6,51,1,RSF,60,99.964119,0.3042,50
kroD100_or10,6,51,2,GBSA,65,0.639893,0.3002,50
kroD100_or10,6,51,8,MTLR,50,0.996264,0.2812,42
kroD100_or10,6,51,3,DEEPSURV,90,90.0,-0.0801,50
kroD100_or10,7,61,6,KNN,90,-11.1,0.0446,48
kroD100_or10,7,61,7,ELASTICNET,55,0.051325,0.3161,50
kroD100_or10,7,61,4,SSVM,95,-2.128976,0.0125,47
kroD100_or10,7,61,0,COX,80,1.14248,0.0366,50
kroD100_or10,7,61,1,RSF,50,95.946938,0.1715,50
kroD100_or10,7,61,2,GBSA,70,0.781269,0.1549,50
kroD100_or10,7,61,5,WEIBULLAFT,50,-14.596368,0.3705,48
kroD100_or10,7,61,3,DEEPSURV,80,80.0,-0.0547,50
kroD100_or10,7,61,8,MTLR,50,0.97273,0.3659,50
kroD100_or10,8,71,1,RSF,80,89.564979,0.1518,40
kroD100_or10,8,71,5,WEIBULLAFT,50,-15.262941,0.2304,38
kroD100_or10,8,71,6,KNN,55,-19.936667,0.1483,50
kroD100_or10,8,71,7,ELASTICNET,55,0.058729,0.1304,50
kroD100_or10,8,71,4,SSVM,90,-2.478534,0.0232,47
kroD100_or10,8,71,0,COX,50,1.014534,0.4627,50
kroD100_or10,8,71,2,GBSA,75,1.133803,0.2484,50
kroD100_or10,8,71,3,DEEPSURV,80,80.0,0.1832,40
kroD100_or10,8,71,8,MTLR,75,0.94875,0.1145,50
kroD100_or10,9,81,6,KNN,50,-21.266667,0.0558,40
kroD100_or10,9,81,7,ELASTICNET,55,0.041839,0.2448,47
kroD100_or10,9,81,0,COX,80,1.0553,0.0837,50
kroD100_or10,9,81,1,RSF,60,109.892976,0.0883,50
kroD100_or10,9,81,4,SSVM,50,-2.187677,0.3718,48
kroD100_or10,9,81,5,WEIBULLAFT,60,-12.858078,0.4013,46
kroD100_or10,9,81,2,GBSA,95,2.229743,-0.0315,50
kroD100_or10,9,81,8,MTLR,95,0.983526,0.0056,41
kroD100_or10,9,81,3,DEEPSURV,50,50.0,0.313,50
rat195_or10,10,91,0,COX,60,1.060796,0.1551,40
rat195_or10,10,91,6,KNN,50,-19.633333,0.1677,50
rat195_or10,10,91,4,SSVM,75,-3.262291,0.1914,48
rat195_or10,10,91,7,ELASTICNET,85,0.203131,0.1251,50
rat195_or10,10,91,1,RSF,75,109.613497,0.1031,50
rat195_or10,10,91,2,GBSA,60,0.649882,0.4534,50
rat195_or10,10,91,5,WEIBULLAFT,50,-13.271021,0.1503,48
rat195_or10,10,91,8,MTLR,50,0.967942,0.3122,46
rat195_or10,10,91,3,DEEPSURV,50,50.0,0.1704,50
rat195_or10,1,1,0,COX,75,1.15031,0.2355,42
rat195_or10,1,1,6,KNN,75,-15.733333,0.1045,47
rat195_or10,1,1,1,RSF,85,107.686332,0.0767,48
rat195_or10,1,1,7,ELASTICNET,55,0.014667,0.3945,50
rat195_or10,1,1,4,SSVM,75,-2.632498,0.1088,47
rat195_or10,1,1,5,WEIBULLAFT,80,-11.709476,0.1695,47
rat195_or10,1,1,2,GBSA,70,0.833648,0.0711,50
rat195_or10,1,1,3,DEEPSURV,65,65.0,0.1874,50
rat195_or10,1,1,8,MTLR,95,0.993473,-0.0415,50
rat195_or10,2,11,6,KNN,65,-17.776667,0.0949,40
rat195_or10,2,11,7,ELASTICNET,95,0.183471,-0.0322,42
rat195_or10,2,11,0,COX,50,1.023085,0.2428,49
rat195_or10,2,11,4,SSVM,65,-26.854211,0.3627,38
rat195_or10,2,11,5,WEIBULLAFT,95,-7.216056,0.0357,48
rat195_or10,2,11,1,RSF,50,98.59991,0.2204,50
rat195_or10,2,11,2,GBSA,90,2.021239,-0.005,50
rat195_or10,2,11,3,DEEPSURV,95,95.0,-0.0287,50
rat195_or10,2,11,8,MTLR,50,0.943974,0.0903,49
rat195_or10,3,21,5,WEIBULLAFT,75,-11.320305,0.203,39
rat195_or10,3,21,0,COX,55,1.003233,0.4006,48
rat195_or10,3,21,1,RSF,50,96.693917,0.2128,50
rat195_or10,3,21,7,ELASTICNET,50,0.038765,0.1319,50
rat195_or10,3,21,6,KNN,70,-18.266667,0.096,50
rat195_or10,3,21,4,SSVM,50,-11.177401,0.138,47
rat195_or10,3,21,2,GBSA,55,0.306632,0.4156,50
rat195_or10,3,21,8,MTLR,80,0.95504,0.0438,46
rat195_or10,3,21,3,DEEPSURV,70,70.0,0.0862,50
rat195_or10,4,31,1,RSF,50,86.470357,0.2758,47
rat195_or10,4,31,4,SSVM,50,-31.266301,0.4035,45
rat195_or10,4,31,7,ELASTICNET,50,-0.006675,0.2343,50
rat195_or10,4,31,6,KNN,75,-17.65,0.0101,50
rat195_or10,4,31,0,COX,50,1.036838,0.3717,50
rat195_or10,4,31,2,GBSA,60,0.511294,0.1032,50
rat195_or10,4,31,5,WEIBULLAFT,50,-12.797995,0.5812,47
rat195_or10,4,31,3,DEEPSURV,60,60.0,0.0687,50
rat195_or10,4,31,8,MTLR,85,0.8742,-0.071,50
rat195_or10,5,41,1,RSF,50,80.454104,0.241,40
rat195_or10,5,41,0,COX,50,1.034109,0.5312,40
rat195_or10,5,41,6,KNN,60,-17.066667,0.0373,50
rat195_or10,5,41,7,ELASTICNET,85,0.142255,0.125,50
rat195_or10,5,41,4,SSVM,55,-5.951138,0.3673,48
rat195_or10,5,41,2,GBSA,50,0.229496,0.2377,50
rat195_or10,5,41,5,WEIBULLAFT,50,-12.413337,0.2652,48
rat195_or10,5,41,3,DEEPSURV,90,90.0,0.083,50
rat195_or10,5,41,8,MTLR,85,0.985,0.0713,50
rat195_or10,6,51,6,KNN,50,-23.733333,0.344,40
rat195_or10,6,51,4,SSVM,50,-66.621621,0.1789,37
rat195_or10,6,51,0,COX,55,0.999123,0.2721,50
rat195_or10,6,51,7,ELASTICNET,90,0.114271,0.0848,50
rat195_or10,6,51,5,WEIBULLAFT,50,-14.93408,0.3761,46
rat195_or10,6,51,1,RSF,60,101.142281,0.2881,50
rat195_or10,6,51,2,GBSA,60,0.560088,0.4842,50
rat195_or10,6,51,3,DEEPSURV,65,65.0,0.0378,50
rat195_or10,6,51,8,MTLR,95,0.954624,-0.0427,50
rat195_or10,7,61,8,MTLR,95,0.998918,-0.1564,40
rat195_or10,7,61,6,KNN,65,-18.4,0.1933,49
rat195_or10,7,61,4,SSVM,50,39.256919,-0.0401,47
rat195_or10,7,61,7,ELASTICNET,50,0.009419,0.3069,50
rat195_or10,7,61,0,COX,55,1.040303,0.1726,50
rat195_or10,7,61,1,RSF,70,112.318159,0.1941,50
rat195_or10,7,61,2,GBSA,50,0.03559,0.3082,50
rat195_or10,7,61,5,WEIBULLAFT,50,-12.879767,0.4132,48
rat195_or10,7,61,3,DEEPSURV,75,75.0,-0.0549,50
rat195_or10,8,71,4,SSVM,60,-13.665701,0.3717,38
rat195_or10,8,71,2,GBSA,75,1.36964,0.0956,40
rat195_or10,8,71,1,RSF,95,106.760465,-0.0044,41
rat195_or10,8,71,7,ELASTICNET,80,0.199966,0.1909,50
rat195_or10,8,71,6,KNN,70,-17.893333,0.1711,50
rat195_or10,8,71,0,COX,55,1.010492,0.5069,50
rat195_or10,8,71,5,WEIBULLAFT,50,-14.079497,0.2495,47
rat195_or10,8,71,3,DEEPSURV,60,60.0,-0.0083,50
rat195_or10,8,71,8,MTLR,90,0.999275,0.0803,50
rat195_or10,9,81,0,COX,60,1.03386,0.4207,40
rat195_or10,9,81,5,WEIBULLAFT,65,-11.822408,0.223,41
rat195_or10,9,81,4,SSVM,55,-0.216228,0.3384,45
rat195_or10,9,81,6,KNN,95,-9.023333,0.0419,50
rat195_or10,9,81,1,RSF,50,102.944856,0.4543,50
rat195_or10,9,81,7,ELASTICNET,60,0.081009,0.2201,50
rat195_or10,9,81,2,GBSA,95,2.239727,0.029,50
rat195_or10,9,81,3,DEEPSURV,50,50.0,0.2422,50
rat195_or10,9,81,8,MTLR,50,0.910513,0.0924,50
lin318_or30,10,91,2,GBSA,70,0.879851,0.1521,40
lin318_or30,10,91,4,SSVM,60,-0.191811,0.0383,43
lin318_or30,10,91,6,KNN,50,-19.166667,0.1278,48
lin318_or30,10,91,0,COX,50,1.044586,0.2418,50
lin318_or30,10,91,7,ELASTICNET,70,0.100334,0.2528,50
lin318_or30,10,91,1,RSF,80,103.110866,0.0796,50
lin318_or30,10,91,5,WEIBULLAFT,50,-13.489248,0.2412,49
lin318_or30,10,91,8,MTLR,65,0.945588,0.0858,50
lin318_or30,10,91,3,DEEPSURV,50,50.0,-0.0018,50
lin318_or30,1,1,2,GBSA,50,0.153623,0.1119,40
lin318_or30,1,1,6,KNN,55,-19.74,0.0388,44
lin318_or30,1,1,0,COX,50,0.997649,0.5898,47
lin318_or30,1,1,7,ELASTICNET,95,0.160649,-0.0016,50
lin318_or30,1,1,4,SSVM,50,-0.322111,0.3385,47
lin318_or30,1,1,5,WEIBULLAFT,50,-13.962363,0.0628,48
lin318_or30,1,1,1,RSF,95,114.840097,-0.0271,50
lin318_or30,1,1,3,DEEPSURV,50,50.0,0.2801,50
lin318_or30,1,1,8,MTLR,65,0.989568,0.0876,50
lin318_or30,2,11,7,ELASTICNET,50,0.047249,0.2433,40
lin318_or30,2,11,5,WEIBULLAFT,85,-10.836127,0.1465,39
lin318_or30,2,11,4,SSVM,80,-0.276477,0.0466,47
lin318_or30,2,11,0,COX,50,1.001604,0.1334,50
lin318_or30,2,11,6,KNN,50,-23.8,-0.0078,50
lin318_or30,2,11,1,RSF,60,98.137214,0.0647,50
lin318_or30,2,11,2,GBSA,65,0.594404,0.1138,50
lin318_or30,2,11,8,MTLR,55,0.935226,0.3525,46
lin318_or30,2,11,3,DEEPSURV,50,50.0,-0.0309,50
lin318_or30,3,21,1,RSF,50,75.370226,0.1284,40
lin318_or30,3,21,7,ELASTICNET,50,0.001633,0.2137,45
lin318_or30,3,21,4,SSVM,75,-0.156506,0.1681,46
lin318_or30,3,21,6,KNN,65,-19.2,0.064,49
lin318_or30,3,21,0,COX,70,1.141612,0.1993,50
lin318_or30,3,21,5,WEIBULLAFT,65,-12.922839,0.1265,48
lin318_or30,3,21,2,GBSA,55,0.3697,0.0298,50
lin318_or30,3,21,3,DEEPSURV,90,90.0,-0.0084,44
lin318_or30,3,21,8,MTLR,50,0.932661,0.2714,50
lin318_or30,4,31,0,COX,90,1.133648,0.0868,40
lin318_or30,4,31,1,RSF,65,86.786615,0.1391,40
lin318_or30,4,31,6,KNN,90,-12.453333,-0.0105,46
lin318_or30,4,31,7,ELASTICNET,90,0.229063,0.0345,50
lin318_or30,4,31,4,SSVM,55,-0.202636,0.2121,48
lin318_or30,4,31,3,DEEPSURV,50,50.0,0.3107,40
lin318_or30,4,31,5,WEIBULLAFT,50,-12.835123,0.3086,47
lin318_or30,4,31,2,GBSA,50,0.158778,0.2143,50
lin318_or30,4,31,8,MTLR,50,0.98571,0.33,49
lin318_or30,5,41,4,SSVM,50,-0.205043,0.2803,37
lin318_or30,5,41,0,COX,50,1.011244,0.3618,43
lin318_or30,5,41,2,GBSA,50,0.245657,0.2752,41
lin318_or30,5,41,6,KNN,55,-19.053333,0.0526,43
lin318_or30,5,41,5,WEIBULLAFT,95,-8.73839,0.0554,44
lin318_or30,5,41,1,RSF,50,89.743313,0.1356,49
lin318_or30,5,41,7,ELASTICNET,70,0.08945,0.3168,50
lin318_or30,5,41,3,DEEPSURV,50,50.0,0.4238,42
lin318_or30,5,41,8,MTLR,50,0.946683,0.1733,50
lin318_or30,6,51,6,KNN,55,-21.13,0.3995,40
lin318_or30,6,51,5,WEIBULLAFT,75,-10.938429,0.1062,39
lin318_or30,6,51,4,SSVM,55,-0.171447,0.2467,48
lin318_or30,6,51,7,ELASTICNET,50,-0.000604,0.3274,50
lin318_or30,6,51,1,RSF,50,100.388636,0.0548,50
lin318_or30,6,51,0,COX,60,1.019406,0.1452,50
lin318_or30,6,51,2,GBSA,50,-0.020942,0.262,50
lin318_or30,6,51,3,DEEPSURV,85,85.0,0.0452,50
lin318_or30,6,51,8,MTLR,90,0.972378,0.0021,50
lin318_or30,7,61,0,COX,75,1.147402,0.0711,43
lin318_or30,7,61,1,RSF,80,100.079372,0.1605,46
lin318_or30,7,61,7,ELASTICNET,80,0.119445,0.1757,50
lin318_or30,7,61,6,KNN,50,-22.6,0.2923,50
lin318_or30,7,61,4,SSVM,50,-0.216969,0.3825,48
lin318_or30,7,61,5,WEIBULLAFT,80,-9.532855,0.0831,48
lin318_or30,7,61,2,GBSA,80,1.358442,0.0431,50
lin318_or30,7,61,3,DEEPSURV,50,50.0,0.2477,42
lin318_or30,7,61,8,MTLR,90,0.988923,-0.0016,50
lin318_or30,8,71,6,KNN,55,-21.37,-0.0049,40
lin318_or30,8,71,7,ELASTICNET,50,0.021337,0.0882,43
lin318_or30,8,71,0,COX,80,1.04015,0.0889,48
lin318_or30,8,71,4,SSVM,65,-0.273454,0.2385,48
lin318_or30,8,71,2,GBSA,85,1.41654,0.0708,50
lin318_or30,8,71,1,RSF,50,95.25421,0.1555,50
lin318_or30,8,71,5,WEIBULLAFT,80,-10.863058,0.0927,48
lin318_or30,8,71,8,MTLR,90,0.994215,0.0245,47
lin318_or30,8,71,3,DEEPSURV,50,50.0,0.1528,50
lin318_or30,9,81,7,ELASTICNET,50,0.017703,0.2078,47
lin318_or30,9,81,4,SSVM,50,-0.22331,0.3661,48
lin318_or30,9,81,0,COX,70,1.081574,0.0082,50
lin318_or30,9,81,6,KNN,50,-23.566667,0.2237,50
lin318_or30,9,81,2,GBSA,90,1.734455,0.0972,50
lin318_or30,9,81,1,RSF,90,116.805561,0.066,50
lin318_or30,9,81,5,WEIBULLAFT,90,-9.451786,0.0516,48
lin318_or30,9,81,8,MTLR,55,0.928668,0.0716,46
lin318_or30,9,81,3,DEEPSURV,60,60.0,0.3768,50
dsj1000rdmRad,10,91,5,WEIBULLAFT,55,-14.211605,0.0278,38
dsj1000rdmRad,10,91,1,RSF,50,93.813215,0.14,47
dsj1000rdmRad,10,91,0,COX,55,1.004881,0.2354,50
dsj1000rdmRad,10,91,4,SSVM,90,-19.945928,0.0682,48
dsj1000rdmRad,10,91,7,ELASTICNET,90,0.195241,0.0497,50
dsj1000rdmRad,10,91,6,KNN,50,-22.6,0.1555,50
dsj1000rdmRad,10,91,2,GBSA,85,1.52163,0.118,50
dsj1000rdmRad,10,91,3,DEEPSURV,90,90.0,0.0563,50
dsj1000rdmRad,10,91,8,MTLR,55,0.960556,0.0394,50
dsj1000rdmRad,1,1,6,KNN,55,-19.533333,0.5414,50
dsj1000rdmRad,1,1,4,SSVM,55,-3.879521,0.1917,48
dsj1000rdmRad,1,1,8,MTLR,95,0.992002,-0.0137,40
dsj1000rdmRad,1,1,7,ELASTICNET,55,0.054933,0.3237,50
dsj1000rdmRad,1,1,0,COX,50,1.000557,0.0153,50
dsj1000rdmRad,1,1,1,RSF,50,95.958913,0.3966,50
dsj1000rdmRad,1,1,5,WEIBULLAFT,90,-10.44972,0.0633,48
dsj1000rdmRad,1,1,2,GBSA,50,0.138106,0.2963,50
dsj1000rdmRad,1,1,3,DEEPSURV,60,60.0,0.3002,50
dsj1000rdmRad,2,11,5,WEIBULLAFT,70,-13.291783,0.0369,40
dsj1000rdmRad,2,11,7,ELASTICNET,60,0.112493,0.3254,50
dsj1000rdmRad,2,11,1,RSF,95,115.243649,0.0544,50
dsj1000rdmRad,2,11,0,COX,55,1.009931,0.3436,50
dsj1000rdmRad,2,11,4,SSVM,50,-16.626496,0.1483,47
dsj1000rdmRad,2,11,6,KNN,50,-18.366667,0.6947,50
dsj1000rdmRad,2,11,2,GBSA,50,0.061172,0.26,50
dsj1000rdmRad,2,11,8,MTLR,95,0.951543,-0.0933,50
dsj1000rdmRad,2,11,3,DEEPSURV,90,90.0,-0.0163,50
dsj1000rdmRad,3,21,7,ELASTICNET,95,0.155957,-0.1157,50
dsj1000rdmRad,3,21,0,COX,60,1.008061,0.1866,50
dsj1000rdmRad,3,21,4,SSVM,65,-2.381371,-0.018,48
dsj1000rdmRad,3,21,6,KNN,80,-14.04,0.1154,50
dsj1000rdmRad,3,21,5,WEIBULLAFT,75,-12.861259,0.2228,48
dsj1000rdmRad,3,21,1,RSF,55,96.768374,0.3722,50
dsj1000rdmRad,3,21,2,GBSA,70,0.78509,0.0538,50
dsj1000rdmRad,3,21,3,DEEPSURV,65,65.0,0.1613,50
dsj1000rdmRad,3,21,8,MTLR,60,0.987107,0.1486,40
dsj1000rdmRad,4,31,2,GBSA,90,1.806798,0.0084,44
dsj1000rdmRad,4,31,4,SSVM,55,-2.306099,0.3055,45
dsj1000rdmRad,4,31,6,KNN,70,-17.066667,0.0331,50
dsj1000rdmRad,4,31,0,COX,55,1.006244,0.3425,50
dsj1000rdmRad,4,31,7,ELASTICNET,60,0.05058,0.1824,50
dsj1000rdmRad,4,31,1,RSF,85,105.982619,0.0371,50
dsj1000rdmRad,4,31,5,WEIBULLAFT,90,-8.845492,0.0631,48
dsj1000rdmRad,4,31,8,MTLR,75,0.971799,0.0438,44
dsj1000rdmRad,4,31,3,DEEPSURV,90,90.0,0.0561,50
dsj1000rdmRad,5,41,7,ELASTICNET,60,0.06464,0.0018,50
dsj1000rdmRad,5,41,4,SSVM,70,-29.59649,0.1203,48
dsj1000rdmRad,5,41,6,KNN,50,-20.766667,0.2808,50
dsj1000rdmRad,5,41,0,COX,55,1.003762,0.2419,50
dsj1000rdmRad,5,41,2,GBSA,50,0.232375,0.0799,50
dsj1000rdmRad,5,41,5,WEIBULLAFT,50,-15.26734,0.0631,48
dsj1000rdmRad,5,41,1,RSF,60,103.968606,0.4035,50
dsj1000rdmRad,5,41,8,MTLR,95,0.928881,0.0209,48
dsj1000rdmRad,5,41,3,DEEPSURV,95,95.0,0.023,50
dsj1000rdmRad,6,51,7,ELASTICNET,50,-0.021053,0.2036,40
dsj1000rdmRad,6,51,6,KNN,50,-19.4,0.3421,46
dsj1000rdmRad,6,51,5,WEIBULLAFT,95,-9.01076,0.0673,42
dsj1000rdmRad,6,51,4,SSVM,50,-1.267844,0.1392,47
dsj1000rdmRad,6,51,0,COX,80,1.013423,0.0988,50
dsj1000rdmRad,6,51,2,GBSA,85,1.515359,0.1211,50
dsj1000rdmRad,6,51,1,RSF,50,86.997512,0.2702,50
dsj1000rdmRad,6,51,3,DEEPSURV,75,75.0,0.1292,50
dsj1000rdmRad,6,51,8,MTLR,50,0.978519,0.1725,50
dsj1000rdmRad,7,61,7,ELASTICNET,55,0.056553,0.2223,50
dsj1000rdmRad,7,61,4,SSVM,90,-15.853116,-0.0053,48
dsj1000rdmRad,7,61,6,KNN,50,-21.833333,0.2658,50
dsj1000rdmRad,7,61,5,WEIBULLAFT,50,-13.921419,0.1804,47
dsj1000rdmRad,7,61,0,COX,50,1.001692,-0.0011,50
dsj1000rdmRad,7,61,1,RSF,50,100.348731,0.2329,50
dsj1000rdmRad,7,61,2,GBSA,95,2.215673,0.0408,50
dsj1000rdmRad,7,61,8,MTLR,95,0.997607,-0.0027,50
dsj1000rdmRad,7,61,3,DEEPSURV,90,90.0,0.0511,50
dsj1000rdmRad,8,71,0,COX,50,1.004289,0.0131,
dsj1000rdmRad,8,71,6,KNN,50,-18.333333,0.2883,50
dsj1000rdmRad,8,71,7,ELASTICNET,90,0.182167,0.0412,50
dsj1000rdmRad,8,71,5,WEIBULLAFT,50,-12.43039,0.182,46
dsj1000rdmRad,8,71,1,RSF,65,99.708538,0.1659,50
dsj1000rdmRad,8,71,4,SSVM,50,-18.804246,0.1648,48
dsj1000rdmRad,8,71,2,GBSA,85,1.439719,0.0035,50
dsj1000rdmRad,8,71,8,MTLR,50,0.949539,0.0642,50
dsj1000rdmRad,8,71,3,DEEPSURV,75,75.0,0.0851,50
dsj1000rdmRad,9,81,1,RSF,50,85.076112,0.2008,40
dsj1000rdmRad,9,81,7,ELASTICNET,90,0.284484,0.0862,50
dsj1000rdmRad,9,81,0,COX,55,1.005547,0.298,50
dsj1000rdmRad,9,81,6,KNN,50,-21.7,0.3358,50
dsj1000rdmRad,9,81,4,SSVM,60,-3.881722,0.3074,47
dsj1000rdmRad,9,81,2,GBSA,65,0.652914,0.2803,50
dsj1000rdmRad,9,81,5,WEIBULLAFT,70,-12.906501,0.0462,49
dsj1000rdmRad,9,81,3,DEEPSURV,70,70.0,0.1323,50
dsj1000rdmRad,9,81,8,MTLR,65,0.967022,-0.0234,50
kroD100rdmRad,10,91,5,WEIBULLAFT,75,-11.51562,0.0849,39
kroD100rdmRad,10,91,4,SSVM,70,-0.857366,0.1962,48
kroD100rdmRad,10,91,6,KNN,80,-15.293333,0.0649,50
kroD100rdmRad,10,91,7,ELASTICNET,85,0.158806,0.1249,50
kroD100rdmRad,10,91,0,COX,50,1.059848,0.175,50
kroD100rdmRad,10,91,1,RSF,65,102.262134,0.1222,50
kroD100rdmRad,10,91,2,GBSA,55,0.360245,0.4699,50
kroD100rdmRad,10,91,3,DEEPSURV,90,90.0,-0.2072,49
kroD100rdmRad,10,91,8,MTLR,95,0.979503,0.0428,50
kroD100rdmRad,1,1,6,KNN,55,-16.4,0.2812,42
kroD100rdmRad,1,1,1,RSF,50,74.672084,0.7335,40
kroD100rdmRad,1,1,2,GBSA,70,0.99441,-0.0123,42
kroD100rdmRad,1,1,4,SSVM,55,-4.912452,0.0297,47
kroD100rdmRad,1,1,7,ELASTICNET,50,0.009073,0.167,50
kroD100rdmRad,1,1,0,COX,90,1.041624,0.0672,50
kroD100rdmRad,1,1,5,WEIBULLAFT,95,-9.955741,-0.0056,48
kroD100rdmRad,1,1,3,DEEPSURV,55,55.0,0.4456,41
