instance,run,seed,island,model,window,window_start_iter,window_end_iter,rejections
team4_400,9,81,6,KNN,14,700,749,3
team4_400,9,81,1,RSF,13,650,699,1
team4_400,9,81,7,ELASTICNET,15,750,799,8
team4_400,9,81,6,KNN,15,750,799,5
team4_400,9,81,7,ELASTICNET,16,800,849,5
team4_400,9,81,1,RSF,14,700,749,6
team4_400,9,81,6,KNN,16,800,849,3
team4_400,9,81,7,ELASTICNET,17,850,899,5
team4_400,9,81,6,KNN,17,850,899,5
team4_400,9,81,1,RSF,15,750,799,3
team4_400,9,81,7,ELASTICNET,18,900,949,9
team4_400,9,81,6,KNN,18,900,949,1
team4_400,9,81,7,ELASTICNET,19,950,999,5
team4_400,9,81,6,KNN,19,950,999,2
team4_400,9,81,1,RSF,17,850,899,7
team4_400,9,81,1,RSF,19,950,999,2
d493_or2,10,91,0,COX,5,250,299,18
d493_or2,10,91,7,ELASTICNET,5,250,299,30
d493_or2,10,91,5,WEIBULLAFT,5,250,299,38
d493_or2,10,91,2,GBSA,5,250,299,22
d493_or2,10,91,6,KNN,5,250,299,24
d493_or2,10,91,4,SSVM,5,250,299,43
d493_or2,10,91,1,RSF,5,250,299,3
d493_or2,10,91,5,WEIBULLAFT,6,300,349,35
d493_or2,10,91,4,SSVM,6,300,349,41
d493_or2,10,91,7,ELASTICNET,6,300,349,38
d493_or2,10,91,4,SSVM,7,350,399,41
d493_or2,10,91,0,COX,6,300,349,23
d493_or2,10,91,6,KNN,6,300,349,15
d493_or2,10,91,5,WEIBULLAFT,7,350,399,36
d493_or2,10,91,7,ELASTICNET,7,350,399,29
d493_or2,10,91,2,GBSA,6,300,349,27
d493_or2,10,91,4,SSVM,8,400,449,43
d493_or2,10,91,3,DEEPSURV,5,250,299,15
d493_or2,10,91,4,SSVM,9,450,499,44
d493_or2,10,91,5,WEIBULLAFT,8,400,449,31
d493_or2,10,91,4,SSVM,10,500,549,35
d493_or2,10,91,0,COX,7,350,399,15
d493_or2,10,91,7,ELASTICNET,8,400,449,35
d493_or2,10,91,2,GBSA,7,350,399,19
d493_or2,10,91,8,MTLR,5,250,299,2
d493_or2,10,91,4,SSVM,11,550,599,12
d493_or2,10,91,1,RSF,6,300,349,6
d493_or2,10,91,6,KNN,7,350,399,18
d493_or2,10,91,7,ELASTICNET,9,450,499,31
d493_or2,10,91,3,DEEPSURV,6,300,349,17
d493_or2,10,91,0,COX,8,400,449,15
d493_or2,10,91,7,ELASTICNET,10,500,549,27
d493_or2,10,91,2,GBSA,8,400,449,18
d493_or2,10,91,6,KNN,8,400,449,22
d493_or2,10,91,8,MTLR,6,300,349,1
d493_or2,10,91,3,DEEPSURV,7,350,399,20
d493_or2,10,91,7,ELASTICNET,11,550,599,6
d493_or2,10,91,0,COX,9,450,499,21
d493_or2,10,91,6,KNN,9,450,499,27
d493_or2,10,91,2,GBSA,9,450,499,17
d493_or2,10,91,1,RSF,7,350,399,3
d493_or2,10,91,3,DEEPSURV,8,400,449,10
d493_or2,10,91,0,COX,10,500,549,22
d493_or2,10,91,6,KNN,10,500,549,23
d493_or2,10,91,2,GBSA,10,500,549,16
d493_or2,10,91,6,KNN,11,550,599,34
d493_or2,10,91,0,COX,11,550,599,11
d493_or2,10,91,1,RSF,8,400,449,5
d493_or2,10,91,6,KNN,12,600,649,30
d493_or2,10,91,8,MTLR,8,400,449,3
d493_or2,10,91,0,COX,12,600,649,1
d493_or2,10,91,6,KNN,13,650,699,39
d493_or2,10,91,1,RSF,9,450,499,6
d493_or2,10,91,6,KNN,14,700,749,29
d493_or2,10,91,6,KNN,15,750,799,40
d493_or2,10,91,6,KNN,16,800,849,24
d493_or2,10,91,8,MTLR,9,450,499,2
d493_or2,10,91,1,RSF,10,500,549,8
d493_or2,10,91,6,KNN,17,850,899,35
d493_or2,10,91,6,KNN,18,900,949,32
d493_or2,10,91,6,KNN,19,950,999,31
d493_or2,10,91,1,RSF,11,550,599,7
d493_or2,10,91,8,MTLR,10,500,549,1
d493_or2,10,91,8,MTLR,11,550,599,1
d493_or2,10,91,1,RSF,12,600,649,18
d493_or2,10,91,1,RSF,13,650,699,6
d493_or2,10,91,1,RSF,14,700,749,10
d493_or2,10,91,1,RSF,15,750,799,3
d493_or2,10,91,8,MTLR,19,950,999,1
d493_or2,1,1,6,KNN,4,200,249,35
d493_or2,1,1,6,KNN,5,250,299,37
d493_or2,1,1,4,SSVM,4,200,249,42
d493_or2,1,1,4,SSVM,5,250,299,31
d493_or2,1,1,6,KNN,6,300,349,47
d493_or2,1,1,6,KNN,7,350,399,47
d493_or2,1,1,6,KNN,8,400,449,10
d493_or2,1,1,8,MTLR,4,200,249,33
d493_or2,1,1,4,SSVM,6,300,349,38
d493_or2,1,1,0,COX,5,250,299,13
d493_or2,1,1,8,MTLR,5,250,299,37
d493_or2,1,1,4,SSVM,7,350,399,40
d493_or2,1,1,5,WEIBULLAFT,5,250,299,37
d493_or2,1,1,7,ELASTICNET,5,250,299,12
d493_or2,1,1,1,RSF,5,250,299,32
d493_or2,1,1,4,SSVM,8,400,449,35
d493_or2,1,1,8,MTLR,6,300,349,27
d493_or2,1,1,5,WEIBULLAFT,6,300,349,34
d493_or2,1,1,3,DEEPSURV,5,250,299,36
d493_or2,1,1,4,SSVM,9,450,499,39
d493_or2,1,1,2,GBSA,5,250,299,7
d493_or2,1,1,5,WEIBULLAFT,7,350,399,40
d493_or2,1,1,3,DEEPSURV,6,300,349,37
d493_or2,1,1,1,RSF,6,300,349,25
d493_or2,1,1,7,ELASTICNET,6,300,349,18
d493_or2,1,1,8,MTLR,7,350,399,36
d493_or2,1,1,0,COX,6,300,349,7
d493_or2,1,1,4,SSVM,10,500,549,34
d493_or2,1,1,5,WEIBULLAFT,8,400,449,31
d493_or2,1,1,3,DEEPSURV,7,350,399,36
d493_or2,1,1,4,SSVM,11,550,599,1
d493_or2,1,1,2,GBSA,6,300,349,7
d493_or2,1,1,3,DEEPSURV,8,400,449,43
d493_or2,1,1,5,WEIBULLAFT,9,450,499,39
d493_or2,1,1,1,RSF,7,350,399,31
d493_or2,1,1,7,ELASTICNET,7,350,399,20
d493_or2,1,1,0,COX,7,350,399,11
d493_or2,1,1,5,WEIBULLAFT,10,500,549,34
d493_or2,1,1,2,GBSA,7,350,399,7
d493_or2,1,1,5,WEIBULLAFT,11,550,599,32
d493_or2,1,1,1,RSF,8,400,449,34
d493_or2,1,1,7,ELASTICNET,8,400,449,17
d493_or2,1,1,0,COX,8,400,449,13
d493_or2,1,1,5,WEIBULLAFT,12,600,649,20
d493_or2,1,1,1,RSF,9,450,499,18
d493_or2,1,1,7,ELASTICNET,9,450,499,16
d493_or2,1,1,0,COX,9,450,499,9
d493_or2,1,1,2,GBSA,8,400,449,4
d493_or2,1,1,7,ELASTICNET,10,500,549,18
d493_or2,1,1,2,GBSA,9,450,499,3
d493_or2,1,1,0,COX,10,500,549,13
d493_or2,1,1,7,ELASTICNET,11,550,599,23
d493_or2,1,1,0,COX,11,550,599,17
d493_or2,1,1,7,ELASTICNET,12,600,649,13
d493_or2,1,1,2,GBSA,10,500,549,5
d493_or2,1,1,0,COX,12,600,649,13
d493_or2,1,1,7,ELASTICNET,13,650,699,18
d493_or2,1,1,0,COX,13,650,699,16
d493_or2,1,1,2,GBSA,11,550,599,3
d493_or2,1,1,0,COX,14,700,749,20
d493_or2,1,1,2,GBSA,12,600,649,3
d493_or2,1,1,0,COX,15,750,799,10
d493_or2,1,1,2,GBSA,13,650,699,3
d493_or2,1,1,0,COX,16,800,849,12
d493_or2,1,1,2,GBSA,14,700,749,1
d493_or2,1,1,0,COX,17,850,899,19
d493_or2,1,1,0,COX,18,900,949,17
d493_or2,1,1,0,COX,19,950,999,9
d493_or2,2,11,5,WEIBULLAFT,4,200,249,11
d493_or2,2,11,2,GBSA,4,200,249,9
d493_or2,2,11,0,COX,5,250,299,27
d493_or2,2,11,2,GBSA,5,250,299,31
d493_or2,2,11,5,WEIBULLAFT,5,250,299,17
d493_or2,2,11,6,KNN,5,250,299,40
d493_or2,2,11,1,RSF,5,250,299,20
d493_or2,2,11,0,COX,6,300,349,32
d493_or2,2,11,6,KNN,6,300,349,40
d493_or2,2,11,4,SSVM,5,250,299,22
d493_or2,2,11,7,ELASTICNET,5,250,299,7
d493_or2,2,11,2,GBSA,6,300,349,26
d493_or2,2,11,6,KNN,7,350,399,38
d493_or2,2,11,0,COX,7,350,399,32
d493_or2,2,11,8,MTLR,5,250,299,7
d493_or2,2,11,3,DEEPSURV,5,250,299,19
d493_or2,2,11,5,WEIBULLAFT,6,300,349,16
d493_or2,2,11,6,KNN,8,400,449,42
d493_or2,2,11,2,GBSA,7,350,399,33
d493_or2,2,11,4,SSVM,6,300,349,25
d493_or2,2,11,6,KNN,9,450,499,41
d493_or2,2,11,1,RSF,6,300,349,28
d493_or2,2,11,0,COX,8,400,449,25
d493_or2,2,11,6,KNN,10,500,549,39
d493_or2,2,11,2,GBSA,8,400,449,24
d493_or2,2,11,3,DEEPSURV,6,300,349,27
d493_or2,2,11,6,KNN,11,550,599,42
d493_or2,2,11,4,SSVM,7,350,399,31
d493_or2,2,11,7,ELASTICNET,6,300,349,6
d493_or2,2,11,6,KNN,12,600,649,41
d493_or2,2,11,1,RSF,7,350,399,27
d493_or2,2,11,8,MTLR,6,300,349,20
d493_or2,2,11,6,KNN,13,650,699,34
d493_or2,2,11,5,WEIBULLAFT,7,350,399,13
d493_or2,2,11,2,GBSA,9,450,499,30
d493_or2,2,11,4,SSVM,8,400,449,32
d493_or2,2,11,3,DEEPSURV,7,350,399,18
d493_or2,2,11,7,ELASTICNET,7,350,399,5
d493_or2,2,11,6,KNN,14,700,749,41
d493_or2,2,11,2,GBSA,10,500,549,21
d493_or2,2,11,4,SSVM,9,450,499,27
d493_or2,2,11,8,MTLR,7,350,399,25
d493_or2,2,11,6,KNN,15,750,799,28
d493_or2,2,11,1,RSF,8,400,449,26
d493_or2,2,11,5,WEIBULLAFT,8,400,449,25
d493_or2,2,11,3,DEEPSURV,8,400,449,23
d493_or2,2,11,4,SSVM,10,500,549,31
d493_or2,2,11,8,MTLR,8,400,449,25
d493_or2,2,11,5,WEIBULLAFT,9,450,499,23
d493_or2,2,11,2,GBSA,11,550,599,15
d493_or2,2,11,7,ELASTICNET,8,400,449,9
d493_or2,2,11,1,RSF,9,450,499,29
d493_or2,2,11,3,DEEPSURV,9,450,499,21
d493_or2,2,11,4,SSVM,11,550,599,28
d493_or2,2,11,8,MTLR,9,450,499,22
d493_or2,2,11,5,WEIBULLAFT,10,500,549,34
d493_or2,2,11,1,RSF,10,500,549,31
d493_or2,2,11,4,SSVM,12,600,649,33
d493_or2,2,11,2,GBSA,12,600,649,32
d493_or2,2,11,3,DEEPSURV,10,500,549,21
d493_or2,2,11,5,WEIBULLAFT,11,550,599,29
d493_or2,2,11,7,ELASTICNET,9,450,499,10
d493_or2,2,11,8,MTLR,10,500,549,22
d493_or2,2,11,4,SSVM,13,650,699,37
d493_or2,2,11,2,GBSA,13,650,699,29
d493_or2,2,11,4,SSVM,14,700,749,16
d493_or2,2,11,5,WEIBULLAFT,12,600,649,31
d493_or2,2,11,3,DEEPSURV,11,550,599,22
d493_or2,2,11,2,GBSA,14,700,749,29
d493_or2,2,11,8,MTLR,11,550,599,16
d493_or2,2,11,5,WEIBULLAFT,13,650,699,26
d493_or2,2,11,7,ELASTICNET,10,500,549,6
d493_or2,2,11,2,GBSA,15,750,799,25
d493_or2,2,11,3,DEEPSURV,12,600,649,21
d493_or2,2,11,8,MTLR,12,600,649,12
d493_or2,2,11,5,WEIBULLAFT,14,700,749,23
d493_or2,2,11,2,GBSA,16,800,849,31
d493_or2,2,11,7,ELASTICNET,11,550,599,19
d493_or2,2,11,2,GBSA,17,850,899,22
d493_or2,2,11,5,WEIBULLAFT,15,750,799,26
d493_or2,2,11,8,MTLR,13,650,699,16
d493_or2,2,11,7,ELASTICNET,12,600,649,19
d493_or2,2,11,2,GBSA,18,900,949,25
d493_or2,2,11,5,WEIBULLAFT,16,800,849,28
d493_or2,2,11,5,WEIBULLAFT,17,850,899,22
d493_or2,2,11,2,GBSA,19,950,999,22
d493_or2,2,11,8,MTLR,14,700,749,9
d493_or2,2,11,7,ELASTICNET,13,650,699,20
d493_or2,2,11,5,WEIBULLAFT,18,900,949,27
d493_or2,2,11,8,MTLR,15,750,799,16
d493_or2,2,11,7,ELASTICNET,14,700,749,20
d493_or2,2,11,5,WEIBULLAFT,19,950,999,24
d493_or2,2,11,7,ELASTICNET,15,750,799,30
d493_or2,2,11,8,MTLR,16,800,849,10
d493_or2,2,11,7,ELASTICNET,16,800,849,32
d493_or2,2,11,7,ELASTICNET,17,850,899,36
d493_or2,2,11,8,MTLR,17,850,899,16
d493_or2,2,11,7,ELASTICNET,18,900,949,37
d493_or2,2,11,7,ELASTICNET,19,950,999,39
d493_or2,2,11,8,MTLR,18,900,949,9
d493_or2,2,11,8,MTLR,19,950,999,17
d493_or2,3,21,5,WEIBULLAFT,4,200,249,21
d493_or2,3,21,1,RSF,4,200,249,7
d493_or2,3,21,5,WEIBULLAFT,5,250,299,14
d493_or2,3,21,0,COX,5,250,299,18
d493_or2,3,21,4,SSVM,5,250,299,36
d493_or2,3,21,7,ELASTICNET,5,250,299,32
d493_or2,3,21,6,KNN,5,250,299,24
d493_or2,3,21,4,SSVM,6,300,349,27
d493_or2,3,21,2,GBSA,5,250,299,30
d493_or2,3,21,5,WEIBULLAFT,6,300,349,21
d493_or2,3,21,7,ELASTICNET,6,300,349,33
d493_or2,3,21,8,MTLR,4,200,249,3
d493_or2,3,21,3,DEEPSURV,4,200,249,3
d493_or2,3,21,0,COX,6,300,349,9
d493_or2,3,21,1,RSF,5,250,299,2
d493_or2,3,21,8,MTLR,5,250,299,24
d493_or2,3,21,2,GBSA,6,300,349,22
d493_or2,3,21,4,SSVM,7,350,399,36
d493_or2,3,21,3,DEEPSURV,5,250,299,12
d493_or2,3,21,6,KNN,6,300,349,27
d493_or2,3,21,7,ELASTICNET,7,350,399,37
d493_or2,3,21,4,SSVM,8,400,449,35
d493_or2,3,21,7,ELASTICNET,8,400,449,37
d493_or2,3,21,5,WEIBULLAFT,7,350,399,19
d493_or2,3,21,6,KNN,7,350,399,28
d493_or2,3,21,8,MTLR,6,300,349,22
d493_or2,3,21,2,GBSA,7,350,399,24
d493_or2,3,21,0,COX,7,350,399,15
d493_or2,3,21,1,RSF,6,300,349,3
d493_or2,3,21,7,ELASTICNET,9,450,499,38
d493_or2,3,21,3,DEEPSURV,6,300,349,9
d493_or2,3,21,7,ELASTICNET,10,500,549,31
d493_or2,3,21,6,KNN,8,400,449,35
d493_or2,3,21,5,WEIBULLAFT,8,400,449,17
d493_or2,3,21,2,GBSA,8,400,449,29
d493_or2,3,21,8,MTLR,7,350,399,20
d493_or2,3,21,7,ELASTICNET,11,550,599,39
d493_or2,3,21,6,KNN,9,450,499,20
d493_or2,3,21,0,COX,8,400,449,11
d493_or2,3,21,7,ELASTICNET,12,600,649,36
d493_or2,3,21,3,DEEPSURV,7,350,399,24
d493_or2,3,21,8,MTLR,8,400,449,25
d493_or2,3,21,5,WEIBULLAFT,9,450,499,24
d493_or2,3,21,7,ELASTICNET,13,650,699,40
d493_or2,3,21,1,RSF,7,350,399,1
d493_or2,3,21,6,KNN,10,500,549,26
d493_or2,3,21,7,ELASTICNET,14,700,749,36
d493_or2,3,21,0,COX,9,450,499,8
d493_or2,3,21,8,MTLR,9,450,499,19
d493_or2,3,21,3,DEEPSURV,8,400,449,16
d493_or2,3,21,5,WEIBULLAFT,10,500,549,23
d493_or2,3,21,7,ELASTICNET,15,750,799,14
d493_or2,3,21,6,KNN,11,550,599,23
d493_or2,3,21,5,WEIBULLAFT,11,550,599,21
d493_or2,3,21,3,DEEPSURV,9,450,499,16
d493_or2,3,21,8,MTLR,10,500,549,20
d493_or2,3,21,6,KNN,12,600,649,25
d493_or2,3,21,0,COX,10,500,549,6
d493_or2,3,21,1,RSF,8,400,449,2
d493_or2,3,21,5,WEIBULLAFT,12,600,649,20
d493_or2,3,21,8,MTLR,11,550,599,17
d493_or2,3,21,3,DEEPSURV,10,500,549,21
d493_or2,3,21,6,KNN,13,650,699,29
d493_or2,3,21,0,COX,11,550,599,7
d493_or2,3,21,6,KNN,14,700,749,27
d493_or2,3,21,5,WEIBULLAFT,13,650,699,27
d493_or2,3,21,3,DEEPSURV,11,550,599,24
d493_or2,3,21,8,MTLR,12,600,649,24
d493_or2,3,21,6,KNN,15,750,799,6
d493_or2,3,21,5,WEIBULLAFT,14,700,749,20
d493_or2,3,21,3,DEEPSURV,12,600,649,17
d493_or2,3,21,8,MTLR,13,650,699,15
d493_or2,3,21,1,RSF,9,450,499,1
d493_or2,3,21,5,WEIBULLAFT,15,750,799,25
d493_or2,3,21,8,MTLR,14,700,749,28
d493_or2,3,21,5,WEIBULLAFT,16,800,849,24
d493_or2,3,21,8,MTLR,15,750,799,18
d493_or2,3,21,5,WEIBULLAFT,17,850,899,13
d493_or2,3,21,8,MTLR,16,800,849,23
d493_or2,3,21,1,RSF,11,550,599,2
d493_or2,3,21,8,MTLR,17,850,899,14
d493_or2,3,21,8,MTLR,18,900,949,15
d493_or2,3,21,8,MTLR,19,950,999,15
d493_or2,3,21,1,RSF,16,800,849,2
d493_or2,3,21,1,RSF,17,850,899,1
d493_or2,4,31,0,COX,5,250,299,44
d493_or2,4,31,6,KNN,4,200,249,5
d493_or2,4,31,4,SSVM,5,250,299,41
d493_or2,4,31,0,COX,6,300,349,35
d493_or2,4,31,1,RSF,5,250,299,19
d493_or2,4,31,7,ELASTICNET,5,250,299,31
d493_or2,4,31,5,WEIBULLAFT,5,250,299,37
d493_or2,4,31,6,KNN,5,250,299,32
d493_or2,4,31,2,GBSA,5,250,299,30
d493_or2,4,31,4,SSVM,6,300,349,39
d493_or2,4,31,0,COX,7,350,399,31
d493_or2,4,31,5,WEIBULLAFT,6,300,349,31
d493_or2,4,31,6,KNN,6,300,349,41
d493_or2,4,31,7,ELASTICNET,6,300,349,39
d493_or2,4,31,4,SSVM,7,350,399,32
d493_or2,4,31,2,GBSA,6,300,349,32
d493_or2,4,31,6,KNN,7,350,399,31
d493_or2,4,31,7,ELASTICNET,7,350,399,37
d493_or2,4,31,0,COX,8,400,449,35
d493_or2,4,31,3,DEEPSURV,5,250,299,25
d493_or2,4,31,5,WEIBULLAFT,7,350,399,40
d493_or2,4,31,1,RSF,6,300,349,27
d493_or2,4,31,8,MTLR,5,250,299,4
d493_or2,4,31,4,SSVM,8,400,449,36
d493_or2,4,31,2,GBSA,7,350,399,33
d493_or2,4,31,7,ELASTICNET,8,400,449,34
d493_or2,4,31,5,WEIBULLAFT,8,400,449,47
d493_or2,4,31,6,KNN,8,400,449,31
d493_or2,4,31,0,COX,9,450,499,40
d493_or2,4,31,5,WEIBULLAFT,9,450,499,42
d493_or2,4,31,0,COX,10,500,549,41
d493_or2,4,31,5,WEIBULLAFT,10,500,549,41
d493_or2,4,31,3,DEEPSURV,6,300,349,25
d493_or2,4,31,2,GBSA,8,400,449,34
d493_or2,4,31,0,COX,11,550,599,37
d493_or2,4,31,6,KNN,9,450,499,2
d493_or2,4,31,1,RSF,7,350,399,12
d493_or2,4,31,5,WEIBULLAFT,11,550,599,22
d493_or2,4,31,2,GBSA,9,450,499,39
d493_or2,4,31,8,MTLR,6,300,349,11
d493_or2,4,31,0,COX,12,600,649,8
d493_or2,4,31,3,DEEPSURV,7,350,399,31
d493_or2,4,31,2,GBSA,10,500,549,30
d493_or2,4,31,3,DEEPSURV,8,400,449,25
d493_or2,4,31,1,RSF,8,400,449,17
d493_or2,4,31,8,MTLR,7,350,399,11
d493_or2,4,31,8,MTLR,8,400,449,20
d493_or2,4,31,8,MTLR,9,450,499,18
d493_or2,4,31,8,MTLR,10,500,549,19
d493_or2,4,31,8,MTLR,11,550,599,14
d493_or2,4,31,8,MTLR,12,600,649,24
d493_or2,4,31,8,MTLR,13,650,699,23
d493_or2,4,31,8,MTLR,14,700,749,15
d493_or2,4,31,8,MTLR,15,750,799,13
d493_or2,4,31,8,MTLR,16,800,849,16
d493_or2,4,31,8,MTLR,17,850,899,17
d493_or2,4,31,8,MTLR,18,900,949,13
d493_or2,4,31,8,MTLR,19,950,999,11
d493_or2,5,41,7,ELASTICNET,4,200,249,38
d493_or2,5,41,7,ELASTICNET,5,250,299,33
d493_or2,5,41,7,ELASTICNET,6,300,349,37
d493_or2,5,41,1,RSF,4,200,249,9
d493_or2,5,41,3,DEEPSURV,4,200,249,15
d493_or2,5,41,7,ELASTICNET,7,350,399,40
d493_or2,5,41,1,RSF,5,250,299,23
d493_or2,5,41,4,SSVM,5,250,299,38
d493_or2,5,41,0,COX,5,250,299,21
d493_or2,5,41,6,KNN,5,250,299,34
d493_or2,5,41,3,DEEPSURV,5,250,299,23
d493_or2,5,41,5,WEIBULLAFT,5,250,299,31
d493_or2,5,41,4,SSVM,6,300,349,41
d493_or2,5,41,2,GBSA,5,250,299,7
d493_or2,5,41,4,SSVM,7,350,399,46
d493_or2,5,41,6,KNN,6,300,349,38
d493_or2,5,41,4,SSVM,8,400,449,38
d493_or2,5,41,5,WEIBULLAFT,6,300,349,41
d493_or2,5,41,0,COX,6,300,349,27
d493_or2,5,41,1,RSF,6,300,349,21
d493_or2,5,41,8,MTLR,5,250,299,4
d493_or2,5,41,6,KNN,7,350,399,32
d493_or2,5,41,3,DEEPSURV,6,300,349,18
d493_or2,5,41,5,WEIBULLAFT,7,350,399,40
d493_or2,5,41,0,COX,7,350,399,28
d493_or2,5,41,5,WEIBULLAFT,8,400,449,41
d493_or2,5,41,6,KNN,8,400,449,38
d493_or2,5,41,1,RSF,7,350,399,25
d493_or2,5,41,5,WEIBULLAFT,9,450,499,34
d493_or2,5,41,3,DEEPSURV,7,350,399,25
d493_or2,5,41,6,KNN,9,450,499,42
d493_or2,5,41,0,COX,8,400,449,28
d493_or2,5,41,2,GBSA,6,300,349,4
d493_or2,5,41,6,KNN,10,500,549,41
d493_or2,5,41,5,WEIBULLAFT,10,500,549,38
d493_or2,5,41,6,KNN,11,550,599,25
d493_or2,5,41,5,WEIBULLAFT,11,550,599,43
d493_or2,5,41,3,DEEPSURV,8,400,449,33
d493_or2,5,41,0,COX,9,450,499,36
d493_or2,5,41,1,RSF,8,400,449,28
d493_or2,5,41,5,WEIBULLAFT,12,600,649,47
d493_or2,5,41,5,WEIBULLAFT,13,650,699,19
d493_or2,5,41,0,COX,10,500,549,27
d493_or2,5,41,3,DEEPSURV,9,450,499,22
d493_or2,5,41,2,GBSA,7,350,399,9
d493_or2,5,41,1,RSF,9,450,499,28
d493_or2,5,41,8,MTLR,7,350,399,2
d493_or2,5,41,3,DEEPSURV,10,500,549,27
d493_or2,5,41,1,RSF,10,500,549,34
d493_or2,5,41,3,DEEPSURV,11,550,599,27
d493_or2,5,41,2,GBSA,8,400,449,1
d493_or2,5,41,1,RSF,11,550,599,30
d493_or2,5,41,3,DEEPSURV,12,600,649,33
d493_or2,5,41,8,MTLR,8,400,449,3
d493_or2,5,41,3,DEEPSURV,13,650,699,27
d493_or2,5,41,2,GBSA,9,450,499,4
d493_or2,5,41,1,RSF,12,600,649,26
d493_or2,5,41,3,DEEPSURV,14,700,749,35
d493_or2,5,41,1,RSF,13,650,699,32
d493_or2,5,41,3,DEEPSURV,15,750,799,30
d493_or2,5,41,2,GBSA,10,500,549,5
d493_or2,5,41,1,RSF,14,700,749,35
d493_or2,5,41,1,RSF,15,750,799,32
d493_or2,5,41,2,GBSA,11,550,599,9
d493_or2,5,41,1,RSF,16,800,849,33
d493_or2,5,41,1,RSF,17,850,899,11
d493_or2,5,41,2,GBSA,12,600,649,4
d493_or2,5,41,8,MTLR,16,800,849,1
d493_or2,5,41,8,MTLR,18,900,949,1
d493_or2,6,51,6,KNN,4,200,249,19
d493_or2,6,51,6,KNN,5,250,299,40
d493_or2,6,51,6,KNN,6,300,349,39
d493_or2,6,51,1,RSF,5,250,299,20
d493_or2,6,51,6,KNN,7,350,399,39
d493_or2,6,51,0,COX,5,250,299,22
d493_or2,6,51,7,ELASTICNET,4,200,249,6
d493_or2,6,51,5,WEIBULLAFT,5,250,299,30
d493_or2,6,51,7,ELASTICNET,5,250,299,30
d493_or2,6,51,4,SSVM,5,250,299,38
d493_or2,6,51,2,GBSA,5,250,299,21
d493_or2,6,51,6,KNN,8,400,449,42
d493_or2,6,51,6,KNN,9,450,499,40
d493_or2,6,51,4,SSVM,6,300,349,38
d493_or2,6,51,5,WEIBULLAFT,6,300,349,24
d493_or2,6,51,7,ELASTICNET,6,300,349,29
d493_or2,6,51,6,KNN,10,500,549,39
d493_or2,6,51,0,COX,6,300,349,25
d493_or2,6,51,4,SSVM,7,350,399,33
d493_or2,6,51,8,MTLR,5,250,299,21
d493_or2,6,51,3,DEEPSURV,5,250,299,16
d493_or2,6,51,2,GBSA,6,300,349,23
d493_or2,6,51,6,KNN,11,550,599,28
d493_or2,6,51,7,ELASTICNET,7,350,399,34
d493_or2,6,51,1,RSF,6,300,349,18
d493_or2,6,51,4,SSVM,8,400,449,23
d493_or2,6,51,5,WEIBULLAFT,7,350,399,27
d493_or2,6,51,0,COX,7,350,399,22
d493_or2,6,51,8,MTLR,6,300,349,19
d493_or2,6,51,6,KNN,12,600,649,34
d493_or2,6,51,7,ELASTICNET,8,400,449,27
d493_or2,6,51,2,GBSA,7,350,399,27
d493_or2,6,51,3,DEEPSURV,6,300,349,16
d493_or2,6,51,1,RSF,7,350,399,22
d493_or2,6,51,5,WEIBULLAFT,8,400,449,31
d493_or2,6,51,6,KNN,13,650,699,38
d493_or2,6,51,0,COX,8,400,449,27
d493_or2,6,51,8,MTLR,7,350,399,21
d493_or2,6,51,2,GBSA,8,400,449,26
d493_or2,6,51,7,ELASTICNET,9,450,499,21
d493_or2,6,51,6,KNN,14,700,749,33
d493_or2,6,51,5,WEIBULLAFT,9,450,499,30
d493_or2,6,51,0,COX,9,450,499,23
d493_or2,6,51,3,DEEPSURV,7,350,399,12
d493_or2,6,51,6,KNN,15,750,799,28
d493_or2,6,51,1,RSF,8,400,449,14
d493_or2,6,51,5,WEIBULLAFT,10,500,549,16
d493_or2,6,51,8,MTLR,8,400,449,23
d493_or2,6,51,7,ELASTICNET,10,500,549,27
d493_or2,6,51,2,GBSA,9,450,499,26
d493_or2,6,51,7,ELASTICNET,11,550,599,32
d493_or2,6,51,2,GBSA,10,500,549,30
d493_or2,6,51,8,MTLR,9,450,499,12
d493_or2,6,51,3,DEEPSURV,8,400,449,6
d493_or2,6,51,1,RSF,9,450,499,13
d493_or2,6,51,7,ELASTICNET,12,600,649,22
d493_or2,6,51,2,GBSA,11,550,599,23
d493_or2,6,51,3,DEEPSURV,9,450,499,12
d493_or2,6,51,7,ELASTICNET,13,650,699,9
d493_or2,6,51,2,GBSA,12,600,649,24
d493_or2,6,51,2,GBSA,13,650,699,20
d493_or2,6,51,3,DEEPSURV,10,500,549,9
d493_or2,6,51,2,GBSA,14,700,749,23
d493_or2,6,51,3,DEEPSURV,11,550,599,6
d493_or2,6,51,2,GBSA,15,750,799,18
d493_or2,6,51,3,DEEPSURV,12,600,649,12
d493_or2,6,51,2,GBSA,16,800,849,19
d493_or2,6,51,2,GBSA,17,850,899,21
d493_or2,6,51,3,DEEPSURV,13,650,699,7
d493_or2,6,51,2,GBSA,18,900,949,22
d493_or2,6,51,3,DEEPSURV,14,700,749,2
d493_or2,6,51,2,GBSA,19,950,999,21
d493_or2,6,51,3,DEEPSURV,15,750,799,13
d493_or2,6,51,3,DEEPSURV,16,800,849,7
d493_or2,6,51,3,DEEPSURV,17,850,899,6
