instance,run,seed,island,model,window,window_start_iter,window_end_iter,rejections
rat195_or10,3,21,1,RSF,7,350,399,21
rat195_or10,3,21,8,MTLR,6,300,349,22
rat195_or10,3,21,2,GBSA,8,400,449,23
rat195_or10,3,21,7,ELASTICNET,9,450,499,37
rat195_or10,3,21,3,DEEPSURV,6,300,349,29
rat195_or10,3,21,0,COX,7,350,399,10
rat195_or10,3,21,7,ELASTICNET,10,500,549,38
rat195_or10,3,21,8,MTLR,7,350,399,18
rat195_or10,3,21,3,DEEPSURV,7,350,399,21
rat195_or10,3,21,2,GBSA,9,450,499,20
rat195_or10,3,21,7,ELASTICNET,11,550,599,35
rat195_or10,3,21,1,RSF,8,400,449,30
rat195_or10,3,21,0,COX,8,400,449,7
rat195_or10,3,21,7,ELASTICNET,12,600,649,34
rat195_or10,3,21,3,DEEPSURV,8,400,449,21
rat195_or10,3,21,2,GBSA,10,500,549,19
rat195_or10,3,21,8,MTLR,8,400,449,18
rat195_or10,3,21,7,ELASTICNET,13,650,699,26
rat195_or10,3,21,1,RSF,9,450,499,32
rat195_or10,3,21,3,DEEPSURV,9,450,499,21
rat195_or10,3,21,2,GBSA,11,550,599,25
rat195_or10,3,21,7,ELASTICNET,14,700,749,31
rat195_or10,3,21,8,MTLR,9,450,499,15
rat195_or10,3,21,7,ELASTICNET,15,750,799,30
rat195_or10,3,21,2,GBSA,12,600,649,25
rat195_or10,3,21,1,RSF,10,500,549,35
rat195_or10,3,21,3,DEEPSURV,10,500,549,8
rat195_or10,3,21,8,MTLR,10,500,549,12
rat195_or10,3,21,2,GBSA,13,650,699,28
rat195_or10,3,21,1,RSF,11,550,599,29
rat195_or10,3,21,2,GBSA,14,700,749,27
rat195_or10,3,21,1,RSF,12,600,649,43
rat195_or10,3,21,2,GBSA,15,750,799,2
rat195_or10,3,21,1,RSF,13,650,699,39
rat195_or10,3,21,1,RSF,14,700,749,40
rat195_or10,3,21,1,RSF,15,750,799,33
rat195_or10,3,21,1,RSF,16,800,849,41
rat195_or10,3,21,1,RSF,17,850,899,37
rat195_or10,3,21,1,RSF,18,900,949,40
rat195_or10,3,21,1,RSF,19,950,999,35
rat195_or10,4,31,1,RSF,4,200,249,11
rat195_or10,4,31,0,COX,5,250,299,41
rat195_or10,4,31,4,SSVM,4,200,249,8
rat195_or10,4,31,1,RSF,5,250,299,29
rat195_or10,4,31,4,SSVM,5,250,299,29
rat195_or10,4,31,0,COX,6,300,349,38
rat195_or10,4,31,7,ELASTICNET,5,250,299,32
rat195_or10,4,31,0,COX,7,350,399,38
rat195_or10,4,31,2,GBSA,5,250,299,16
rat195_or10,4,31,6,KNN,5,250,299,15
rat195_or10,4,31,5,WEIBULLAFT,5,250,299,35
rat195_or10,4,31,4,SSVM,6,300,349,29
rat195_or10,4,31,7,ELASTICNET,6,300,349,24
rat195_or10,4,31,0,COX,8,400,449,41
rat195_or10,4,31,5,WEIBULLAFT,6,300,349,35
rat195_or10,4,31,1,RSF,6,300,349,29
rat195_or10,4,31,6,KNN,6,300,349,22
rat195_or10,4,31,4,SSVM,7,350,399,34
rat195_or10,4,31,2,GBSA,6,300,349,15
rat195_or10,4,31,7,ELASTICNET,7,350,399,24
rat195_or10,4,31,5,WEIBULLAFT,7,350,399,34
rat195_or10,4,31,4,SSVM,8,400,449,29
rat195_or10,4,31,6,KNN,7,350,399,15
rat195_or10,4,31,5,WEIBULLAFT,8,400,449,32
rat195_or10,4,31,7,ELASTICNET,8,400,449,31
rat195_or10,4,31,8,MTLR,5,250,299,6
rat195_or10,4,31,3,DEEPSURV,5,250,299,20
rat195_or10,4,31,1,RSF,7,350,399,25
rat195_or10,4,31,2,GBSA,7,350,399,25
rat195_or10,4,31,5,WEIBULLAFT,9,450,499,37
rat195_or10,4,31,7,ELASTICNET,9,450,499,32
rat195_or10,4,31,3,DEEPSURV,6,300,349,19
rat195_or10,4,31,5,WEIBULLAFT,10,500,549,32
rat195_or10,4,31,2,GBSA,8,400,449,18
rat195_or10,4,31,7,ELASTICNET,10,500,549,7
rat195_or10,4,31,6,KNN,8,400,449,15
rat195_or10,4,31,8,MTLR,6,300,349,8
rat195_or10,4,31,1,RSF,8,400,449,17
rat195_or10,4,31,5,WEIBULLAFT,11,550,599,31
rat195_or10,4,31,3,DEEPSURV,7,350,399,20
rat195_or10,4,31,2,GBSA,9,450,499,15
rat195_or10,4,31,6,KNN,9,450,499,11
rat195_or10,4,31,5,WEIBULLAFT,12,600,649,4
rat195_or10,4,31,8,MTLR,7,350,399,10
rat195_or10,4,31,3,DEEPSURV,8,400,449,16
rat195_or10,4,31,2,GBSA,10,500,549,13
rat195_or10,4,31,6,KNN,10,500,549,16
rat195_or10,4,31,3,DEEPSURV,9,450,499,17
rat195_or10,4,31,8,MTLR,8,400,449,1
rat195_or10,4,31,2,GBSA,11,550,599,27
rat195_or10,4,31,6,KNN,11,550,599,11
rat195_or10,4,31,3,DEEPSURV,10,500,549,10
rat195_or10,4,31,2,GBSA,12,600,649,20
rat195_or10,4,31,6,KNN,12,600,649,19
rat195_or10,4,31,8,MTLR,9,450,499,2
rat195_or10,4,31,2,GBSA,13,650,699,17
rat195_or10,4,31,3,DEEPSURV,11,550,599,12
rat195_or10,4,31,6,KNN,13,650,699,15
rat195_or10,4,31,2,GBSA,14,700,749,22
rat195_or10,4,31,8,MTLR,10,500,549,1
rat195_or10,4,31,3,DEEPSURV,12,600,649,11
rat195_or10,4,31,6,KNN,14,700,749,13
rat195_or10,4,31,2,GBSA,15,750,799,4
rat195_or10,4,31,3,DEEPSURV,13,650,699,7
rat195_or10,4,31,8,MTLR,11,550,599,2
rat195_or10,4,31,6,KNN,15,750,799,13
rat195_or10,4,31,3,DEEPSURV,14,700,749,7
rat195_or10,4,31,6,KNN,16,800,849,8
rat195_or10,4,31,3,DEEPSURV,15,750,799,4
rat195_or10,4,31,3,DEEPSURV,16,800,849,1
rat195_or10,4,31,3,DEEPSURV,17,850,899,1
rat195_or10,4,31,8,MTLR,16,800,849,1
rat195_or10,4,31,3,DEEPSURV,18,900,949,4
rat195_or10,4,31,3,DEEPSURV,19,950,999,2
rat195_or10,5,41,0,COX,4,200,249,34
rat195_or10,5,41,0,COX,5,250,299,33
rat195_or10,5,41,1,RSF,4,200,249,28
rat195_or10,5,41,0,COX,6,300,349,39
rat195_or10,5,41,0,COX,7,350,399,34
rat195_or10,5,41,1,RSF,5,250,299,31
rat195_or10,5,41,0,COX,8,400,449,35
rat195_or10,5,41,6,KNN,5,250,299,29
rat195_or10,5,41,7,ELASTICNET,5,250,299,6
rat195_or10,5,41,5,WEIBULLAFT,5,250,299,35
rat195_or10,5,41,4,SSVM,5,250,299,14
rat195_or10,5,41,2,GBSA,5,250,299,24
rat195_or10,5,41,0,COX,9,450,499,34
rat195_or10,5,41,6,KNN,6,300,349,32
rat195_or10,5,41,5,WEIBULLAFT,6,300,349,34
rat195_or10,5,41,1,RSF,6,300,349,30
rat195_or10,5,41,0,COX,10,500,549,33
rat195_or10,5,41,2,GBSA,6,300,349,30
rat195_or10,5,41,4,SSVM,6,300,349,24
rat195_or10,5,41,6,KNN,7,350,399,35
rat195_or10,5,41,5,WEIBULLAFT,7,350,399,37
rat195_or10,5,41,0,COX,11,550,599,34
rat195_or10,5,41,7,ELASTICNET,6,300,349,6
rat195_or10,5,41,6,KNN,8,400,449,34
rat195_or10,5,41,2,GBSA,7,350,399,36
rat195_or10,5,41,5,WEIBULLAFT,8,400,449,38
rat195_or10,5,41,0,COX,12,600,649,28
rat195_or10,5,41,1,RSF,7,350,399,29
rat195_or10,5,41,8,MTLR,5,250,299,8
rat195_or10,5,41,4,SSVM,7,350,399,15
rat195_or10,5,41,2,GBSA,8,400,449,29
rat195_or10,5,41,6,KNN,9,450,499,35
rat195_or10,5,41,5,WEIBULLAFT,9,450,499,32
rat195_or10,5,41,0,COX,13,650,699,29
rat195_or10,5,41,6,KNN,10,500,549,32
rat195_or10,5,41,2,GBSA,9,450,499,31
rat195_or10,5,41,5,WEIBULLAFT,10,500,549,33
rat195_or10,5,41,3,DEEPSURV,5,250,299,1
rat195_or10,5,41,0,COX,14,700,749,18
rat195_or10,5,41,4,SSVM,8,400,449,10
rat195_or10,5,41,1,RSF,8,400,449,30
rat195_or10,5,41,6,KNN,11,550,599,10
rat195_or10,5,41,2,GBSA,10,500,549,34
rat195_or10,5,41,5,WEIBULLAFT,11,550,599,39
rat195_or10,5,41,8,MTLR,6,300,349,11
rat195_or10,5,41,7,ELASTICNET,7,350,399,3
rat195_or10,5,41,3,DEEPSURV,6,300,349,2
rat195_or10,5,41,5,WEIBULLAFT,12,600,649,39
rat195_or10,5,41,2,GBSA,11,550,599,32
rat195_or10,5,41,1,RSF,9,450,499,31
rat195_or10,5,41,5,WEIBULLAFT,13,650,699,39
rat195_or10,5,41,7,ELASTICNET,8,400,449,6
rat195_or10,5,41,8,MTLR,7,350,399,17
rat195_or10,5,41,2,GBSA,12,600,649,34
rat195_or10,5,41,4,SSVM,9,450,499,9
rat195_or10,5,41,5,WEIBULLAFT,14,700,749,29
rat195_or10,5,41,2,GBSA,13,650,699,37
rat195_or10,5,41,1,RSF,10,500,549,33
rat195_or10,5,41,5,WEIBULLAFT,15,750,799,32
rat195_or10,5,41,8,MTLR,8,400,449,18
rat195_or10,5,41,2,GBSA,14,700,749,31
rat195_or10,5,41,7,ELASTICNET,9,450,499,6
rat195_or10,5,41,4,SSVM,10,500,549,10
rat195_or10,5,41,2,GBSA,15,750,799,12
rat195_or10,5,41,5,WEIBULLAFT,16,800,849,26
rat195_or10,5,41,3,DEEPSURV,8,400,449,2
rat195_or10,5,41,8,MTLR,9,450,499,14
rat195_or10,5,41,1,RSF,11,550,599,30
rat195_or10,5,41,5,WEIBULLAFT,17,850,899,29
rat195_or10,5,41,4,SSVM,11,550,599,13
rat195_or10,5,41,7,ELASTICNET,10,500,549,4
rat195_or10,5,41,8,MTLR,10,500,549,4
rat195_or10,5,41,5,WEIBULLAFT,18,900,949,22
rat195_or10,5,41,1,RSF,12,600,649,37
rat195_or10,5,41,3,DEEPSURV,9,450,499,2
rat195_or10,5,41,7,ELASTICNET,11,550,599,3
rat195_or10,5,41,5,WEIBULLAFT,19,950,999,27
rat195_or10,5,41,1,RSF,13,650,699,40
rat195_or10,5,41,3,DEEPSURV,10,500,549,6
rat195_or10,5,41,1,RSF,14,700,749,18
rat195_or10,5,41,7,ELASTICNET,12,600,649,6
rat195_or10,5,41,3,DEEPSURV,11,550,599,3
rat195_or10,5,41,7,ELASTICNET,13,650,699,5
rat195_or10,5,41,7,ELASTICNET,14,700,749,5
rat195_or10,5,41,7,ELASTICNET,15,750,799,4
rat195_or10,5,41,3,DEEPSURV,13,650,699,1
rat195_or10,5,41,7,ELASTICNET,16,800,849,2
rat195_or10,5,41,7,ELASTICNET,17,850,899,4
rat195_or10,5,41,7,ELASTICNET,18,900,949,4
rat195_or10,5,41,3,DEEPSURV,17,850,899,3
rat195_or10,5,41,3,DEEPSURV,18,900,949,1
rat195_or10,5,41,3,DEEPSURV,19,950,999,1
rat195_or10,6,51,6,KNN,4,200,249,31
rat195_or10,6,51,4,SSVM,4,200,249,35
rat195_or10,6,51,6,KNN,5,250,299,28
rat195_or10,6,51,4,SSVM,5,250,299,37
rat195_or10,6,51,4,SSVM,6,300,349,43
rat195_or10,6,51,0,COX,5,250,299,40
rat195_or10,6,51,6,KNN,6,300,349,25
rat195_or10,6,51,4,SSVM,7,350,399,39
rat195_or10,6,51,0,COX,6,300,349,43
rat195_or10,6,51,5,WEIBULLAFT,4,200,249,5
rat195_or10,6,51,0,COX,7,350,399,31
rat195_or10,6,51,4,SSVM,8,400,449,42
rat195_or10,6,51,7,ELASTICNET,5,250,299,14
rat195_or10,6,51,5,WEIBULLAFT,5,250,299,25
rat195_or10,6,51,4,SSVM,9,450,499,35
rat195_or10,6,51,2,GBSA,5,250,299,17
rat195_or10,6,51,1,RSF,5,250,299,23
rat195_or10,6,51,6,KNN,7,350,399,24
rat195_or10,6,51,0,COX,8,400,449,37
rat195_or10,6,51,4,SSVM,10,500,549,40
rat195_or10,6,51,5,WEIBULLAFT,6,300,349,27
rat195_or10,6,51,4,SSVM,11,550,599,37
rat195_or10,6,51,7,ELASTICNET,6,300,349,15
rat195_or10,6,51,6,KNN,8,400,449,26
rat195_or10,6,51,2,GBSA,6,300,349,17
rat195_or10,6,51,4,SSVM,12,600,649,43
rat195_or10,6,51,5,WEIBULLAFT,7,350,399,29
rat195_or10,6,51,1,RSF,6,300,349,27
rat195_or10,6,51,4,SSVM,13,650,699,45
rat195_or10,6,51,4,SSVM,14,700,749,43
rat195_or10,6,51,6,KNN,9,450,499,27
rat195_or10,6,51,3,DEEPSURV,5,250,299,15
rat195_or10,6,51,4,SSVM,15,750,799,24
rat195_or10,6,51,5,WEIBULLAFT,8,400,449,22
rat195_or10,6,51,2,GBSA,7,350,399,16
rat195_or10,6,51,8,MTLR,5,250,299,1
rat195_or10,6,51,6,KNN,10,500,549,26
rat195_or10,6,51,7,ELASTICNET,7,350,399,6
rat195_or10,6,51,1,RSF,7,350,399,15
rat195_or10,6,51,3,DEEPSURV,6,300,349,21
rat195_or10,6,51,5,WEIBULLAFT,9,450,499,21
rat195_or10,6,51,2,GBSA,8,400,449,17
rat195_or10,6,51,7,ELASTICNET,8,400,449,8
rat195_or10,6,51,6,KNN,11,550,599,25
rat195_or10,6,51,8,MTLR,6,300,349,1
rat195_or10,6,51,3,DEEPSURV,7,350,399,22
rat195_or10,6,51,6,KNN,12,600,649,29
rat195_or10,6,51,1,RSF,8,400,449,28
rat195_or10,6,51,2,GBSA,9,450,499,14
rat195_or10,6,51,7,ELASTICNET,9,450,499,11
rat195_or10,6,51,3,DEEPSURV,8,400,449,15
rat195_or10,6,51,6,KNN,13,650,699,26
rat195_or10,6,51,2,GBSA,10,500,549,25
rat195_or10,6,51,6,KNN,14,700,749,24
rat195_or10,6,51,1,RSF,9,450,499,26
rat195_or10,6,51,8,MTLR,7,350,399,1
rat195_or10,6,51,3,DEEPSURV,9,450,499,16
rat195_or10,6,51,7,ELASTICNET,10,500,549,11
rat195_or10,6,51,2,GBSA,11,550,599,17
rat195_or10,6,51,6,KNN,15,750,799,26
rat195_or10,6,51,3,DEEPSURV,10,500,549,22
rat195_or10,6,51,1,RSF,10,500,549,32
rat195_or10,6,51,7,ELASTICNET,11,550,599,12
rat195_or10,6,51,6,KNN,16,800,849,29
rat195_or10,6,51,2,GBSA,12,600,649,14
rat195_or10,6,51,3,DEEPSURV,11,550,599,16
rat195_or10,6,51,6,KNN,17,850,899,27
rat195_or10,6,51,1,RSF,11,550,599,31
rat195_or10,6,51,7,ELASTICNET,12,600,649,16
rat195_or10,6,51,8,MTLR,9,450,499,1
rat195_or10,6,51,2,GBSA,13,650,699,16
rat195_or10,6,51,6,KNN,18,900,949,30
rat195_or10,6,51,3,DEEPSURV,12,600,649,21
rat195_or10,6,51,1,RSF,12,600,649,35
rat195_or10,6,51,6,KNN,19,950,999,29
rat195_or10,6,51,2,GBSA,14,700,749,8
rat195_or10,6,51,7,ELASTICNET,13,650,699,6
rat195_or10,6,51,3,DEEPSURV,13,650,699,14
rat195_or10,6,51,1,RSF,13,650,699,32
rat195_or10,6,51,3,DEEPSURV,14,700,749,15
rat195_or10,6,51,8,MTLR,10,500,549,1
rat195_or10,6,51,1,RSF,14,700,749,34
rat195_or10,6,51,8,MTLR,11,550,599,2
rat195_or10,6,51,3,DEEPSURV,15,750,799,25
rat195_or10,6,51,1,RSF,15,750,799,37
rat195_or10,6,51,3,DEEPSURV,16,800,849,20
rat195_or10,6,51,1,RSF,16,800,849,8
rat195_or10,6,51,3,DEEPSURV,17,850,899,23
rat195_or10,6,51,3,DEEPSURV,18,900,949,18
rat195_or10,6,51,8,MTLR,13,650,699,2
rat195_or10,6,51,3,DEEPSURV,19,950,999,18
rat195_or10,6,51,8,MTLR,14,700,749,1
rat195_or10,6,51,8,MTLR,16,800,849,1
rat195_or10,6,51,8,MTLR,18,900,949,1
rat195_or10,7,61,0,COX,5,250,299,42
rat195_or10,7,61,0,COX,6,300,349,45
rat195_or10,7,61,6,KNN,4,200,249,1
rat195_or10,7,61,4,SSVM,5,250,299,37
rat195_or10,7,61,7,ELASTICNET,5,250,299,20
rat195_or10,7,61,0,COX,7,350,399,41
rat195_or10,7,61,6,KNN,5,250,299,22
rat195_or10,7,61,1,RSF,5,250,299,12
rat195_or10,7,61,2,GBSA,5,250,299,21
rat195_or10,7,61,0,COX,8,400,449,39
rat195_or10,7,61,4,SSVM,6,300,349,41
rat195_or10,7,61,5,WEIBULLAFT,5,250,299,34
rat195_or10,7,61,4,SSVM,7,350,399,33
rat195_or10,7,61,7,ELASTICNET,6,300,349,21
rat195_or10,7,61,5,WEIBULLAFT,6,300,349,35
rat195_or10,7,61,6,KNN,6,300,349,15
rat195_or10,7,61,2,GBSA,6,300,349,30
rat195_or10,7,61,4,SSVM,8,400,449,41
rat195_or10,7,61,5,WEIBULLAFT,7,350,399,34
rat195_or10,7,61,2,GBSA,7,350,399,22
rat195_or10,7,61,7,ELASTICNET,7,350,399,19
rat195_or10,7,61,3,DEEPSURV,5,250,299,7
rat195_or10,7,61,8,MTLR,5,250,299,1
rat195_or10,7,61,,,0,0,49,1
rat195_or10,7,61,1,RSF,6,300,349,9
rat195_or10,7,61,5,WEIBULLAFT,8,400,449,33
rat195_or10,7,61,6,KNN,7,350,399,19
rat195_or10,7,61,2,GBSA,8,400,449,26
rat195_or10,7,61,7,ELASTICNET,8,400,449,19
rat195_or10,7,61,6,KNN,8,400,449,24
rat195_or10,7,61,3,DEEPSURV,6,300,349,7
rat195_or10,7,61,2,GBSA,9,450,499,25
rat195_or10,7,61,1,RSF,7,350,399,10
rat195_or10,7,61,7,ELASTICNET,9,450,499,22
rat195_or10,7,61,6,KNN,9,450,499,21
rat195_or10,7,61,2,GBSA,10,500,549,24
rat195_or10,7,61,3,DEEPSURV,7,350,399,4
rat195_or10,7,61,7,ELASTICNET,10,500,549,16
rat195_or10,7,61,2,GBSA,11,550,599,24
rat195_or10,7,61,7,ELASTICNET,11,550,599,13
rat195_or10,7,61,2,GBSA,12,600,649,24
rat195_or10,7,61,1,RSF,8,400,449,11
rat195_or10,7,61,3,DEEPSURV,8,400,449,5
rat195_or10,7,61,2,GBSA,13,650,699,4
rat195_or10,7,61,7,ELASTICNET,12,600,649,16
rat195_or10,7,61,1,RSF,9,450,499,12
rat195_or10,7,61,7,ELASTICNET,13,650,699,13
rat195_or10,7,61,3,DEEPSURV,9,450,499,5
rat195_or10,7,61,8,MTLR,9,450,499,1
rat195_or10,7,61,3,DEEPSURV,10,500,549,1
rat195_or10,7,61,7,ELASTICNET,14,700,749,6
rat195_or10,7,61,1,RSF,10,500,549,11
rat195_or10,7,61,8,MTLR,10,500,549,3
rat195_or10,7,61,7,ELASTICNET,15,750,799,11
rat195_or10,7,61,3,DEEPSURV,11,550,599,5
rat195_or10,7,61,1,RSF,11,550,599,5
rat195_or10,7,61,7,ELASTICNET,16,800,849,14
rat195_or10,7,61,8,MTLR,11,550,599,4
rat195_or10,7,61,3,DEEPSURV,12,600,649,4
rat195_or10,7,61,7,ELASTICNET,17,850,899,10
rat195_or10,7,61,3,DEEPSURV,13,650,699,5
rat195_or10,7,61,7,ELASTICNET,18,900,949,11
rat195_or10,7,61,8,MTLR,13,650,699,1
rat195_or10,7,61,3,DEEPSURV,14,700,749,3
rat195_or10,7,61,8,MTLR,14,700,749,1
rat195_or10,7,61,3,DEEPSURV,15,750,799,6
rat195_or10,7,61,8,MTLR,15,750,799,2
rat195_or10,7,61,3,DEEPSURV,16,800,849,3
rat195_or10,7,61,3,DEEPSURV,17,850,899,3
rat195_or10,7,61,8,MTLR,17,850,899,1
rat195_or10,7,61,3,DEEPSURV,18,900,949,4
rat195_or10,7,61,3,DEEPSURV,19,950,999,8
rat195_or10,7,61,8,MTLR,18,900,949,1
rat195_or10,7,61,8,MTLR,19,950,999,2
rat195_or10,8,71,4,SSVM,4,200,249,28
rat195_or10,8,71,2,GBSA,4,200,249,8
rat195_or10,8,71,4,SSVM,5,250,299,32
rat195_or10,8,71,0,COX,5,250,299,48
rat195_or10,8,71,0,COX,6,300,349,43
rat195_or10,8,71,4,SSVM,6,300,349,30
rat195_or10,8,71,0,COX,7,350,399,38
rat195_or10,8,71,2,GBSA,5,250,299,12
rat195_or10,8,71,7,ELASTICNET,5,250,299,10
rat195_or10,8,71,6,KNN,5,250,299,24
rat195_or10,8,71,0,COX,8,400,449,38
rat195_or10,8,71,4,SSVM,7,350,399,26
rat195_or10,8,71,5,WEIBULLAFT,5,250,299,41
rat195_or10,8,71,5,WEIBULLAFT,6,300,349,34
rat195_or10,8,71,6,KNN,6,300,349,23
rat195_or10,8,71,2,GBSA,6,300,349,15
rat195_or10,8,71,4,SSVM,8,400,449,21
rat195_or10,8,71,7,ELASTICNET,6,300,349,6
rat195_or10,8,71,5,WEIBULLAFT,7,350,399,39
rat195_or10,8,71,6,KNN,7,350,399,32
rat195_or10,8,71,5,WEIBULLAFT,8,400,449,40
rat195_or10,8,71,8,MTLR,5,250,299,7
rat195_or10,8,71,4,SSVM,9,450,499,27
rat195_or10,8,71,6,KNN,8,400,449,22
rat195_or10,8,71,2,GBSA,7,350,399,15
rat195_or10,8,71,3,DEEPSURV,5,250,299,10
rat195_or10,8,71,4,SSVM,10,500,549,18
rat195_or10,8,71,7,ELASTICNET,7,350,399,7
rat195_or10,8,71,6,KNN,9,450,499,26
rat195_or10,8,71,3,DEEPSURV,6,300,349,5
rat195_or10,8,71,2,GBSA,8,400,449,19
rat195_or10,8,71,8,MTLR,6,300,349,6
rat195_or10,8,71,4,SSVM,11,550,599,21
rat195_or10,8,71,7,ELASTICNET,8,400,449,9
rat195_or10,8,71,6,KNN,10,500,549,21
rat195_or10,8,71,2,GBSA,9,450,499,18
rat195_or10,8,71,4,SSVM,12,600,649,21
rat195_or10,8,71,3,DEEPSURV,7,350,399,5
rat195_or10,8,71,8,MTLR,7,350,399,12
rat195_or10,8,71,7,ELASTICNET,9,450,499,9
rat195_or10,8,71,2,GBSA,10,500,549,23
rat195_or10,8,71,4,SSVM,13,650,699,16
rat195_or10,8,71,8,MTLR,8,400,449,9
rat195_or10,8,71,3,DEEPSURV,8,400,449,5
rat195_or10,8,71,2,GBSA,11,550,599,26
rat195_or10,8,71,4,SSVM,14,700,749,17
rat195_or10,8,71,7,ELASTICNET,10,500,549,8
rat195_or10,8,71,2,GBSA,12,600,649,24
rat195_or10,8,71,8,MTLR,9,450,499,7
rat195_or10,8,71,4,SSVM,15,750,799,14
rat195_or10,8,71,2,GBSA,13,650,699,30
rat195_or10,8,71,3,DEEPSURV,9,450,499,2
rat195_or10,8,71,7,ELASTICNET,11,550,599,4
rat195_or10,8,71,2,GBSA,14,700,749,18
rat195_or10,8,71,8,MTLR,10,500,549,14
rat195_or10,8,71,4,SSVM,16,800,849,10
rat195_or10,8,71,3,DEEPSURV,10,500,549,1
rat195_or10,8,71,7,ELASTICNET,12,600,649,2
rat195_or10,8,71,2,GBSA,15,750,799,4
rat195_or10,8,71,8,MTLR,11,550,599,9
rat195_or10,8,71,4,SSVM,17,850,899,10
rat195_or10,8,71,7,ELASTICNET,13,650,699,5
rat195_or10,8,71,4,SSVM,18,900,949,15
rat195_or10,8,71,3,DEEPSURV,11,550,599,1
rat195_or10,8,71,3,DEEPSURV,12,600,649,6
rat195_or10,8,71,4,SSVM,19,950,999,11
rat195_or10,8,71,7,ELASTICNET,14,700,749,5
rat195_or10,8,71,7,ELASTICNET,15,750,799,7
rat195_or10,8,71,7,ELASTICNET,16,800,849,8
rat195_or10,8,71,3,DEEPSURV,14,700,749,2
rat195_or10,8,71,3,DEEPSURV,15,750,799,3
rat195_or10,8,71,7,ELASTICNET,17,850,899,9
rat195_or10,8,71,7,ELASTICNET,18,900,949,7
rat195_or10,8,71,3,DEEPSURV,16,800,849,2
rat195_or10,8,71,3,DEEPSURV,17,850,899,5
rat195_or10,8,71,7,ELASTICNET,19,950,999,6
rat195_or10,8,71,3,DEEPSURV,18,900,949,5
rat195_or10,8,71,3,DEEPSURV,19,950,999,7
rat195_or10,9,81,0,COX,4,200,249,39
rat195_or10,9,81,0,COX,5,250,299,38
rat195_or10,9,81,0,COX,6,300,349,39
rat195_or10,9,81,0,COX,7,350,399,33
rat195_or10,9,81,5,WEIBULLAFT,4,200,249,13
rat195_or10,9,81,0,COX,8,400,449,36
rat195_or10,9,81,4,SSVM,4,200,249,5
rat195_or10,9,81,4,SSVM,5,250,299,37
rat195_or10,9,81,0,COX,9,450,499,36
rat195_or10,9,81,5,WEIBULLAFT,5,250,299,24
rat195_or10,9,81,6,KNN,5,250,299,3
rat195_or10,9,81,1,RSF,5,250,299,27
rat195_or10,9,81,7,ELASTICNET,5,250,299,17
rat195_or10,9,81,4,SSVM,6,300,349,37
rat195_or10,9,81,0,COX,10,500,549,37
rat195_or10,9,81,4,SSVM,7,350,399,28
rat195_or10,9,81,0,COX,11,550,599,23
rat195_or10,9,81,5,WEIBULLAFT,6,300,349,27
rat195_or10,9,81,7,ELASTICNET,6,300,349,35
rat195_or10,9,81,1,RSF,6,300,349,32
rat195_or10,9,81,4,SSVM,8,400,449,28
rat195_or10,9,81,7,ELASTICNET,7,350,399,26
rat195_or10,9,81,5,WEIBULLAFT,7,350,399,28
rat195_or10,9,81,3,DEEPSURV,5,250,299,33
rat195_or10,9,81,6,KNN,6,300,349,3
rat195_or10,9,81,8,MTLR,5,250,299,15
rat195_or10,9,81,7,ELASTICNET,8,400,449,28
rat195_or10,9,81,3,DEEPSURV,6,300,349,32
rat195_or10,9,81,1,RSF,7,350,399,29
rat195_or10,9,81,5,WEIBULLAFT,8,400,449,30
rat195_or10,9,81,2,GBSA,6,300,349,1
rat195_or10,9,81,3,DEEPSURV,7,350,399,32
rat195_or10,9,81,7,ELASTICNET,9,450,499,29
rat195_or10,9,81,8,MTLR,6,300,349,19
rat195_or10,9,81,5,WEIBULLAFT,9,450,499,28
rat195_or10,9,81,3,DEEPSURV,8,400,449,36
rat195_or10,9,81,6,KNN,7,350,399,1
rat195_or10,9,81,7,ELASTICNET,10,500,549,3
rat195_or10,9,81,1,RSF,8,400,449,21
rat195_or10,9,81,5,WEIBULLAFT,10,500,549,28
rat195_or10,9,81,3,DEEPSURV,9,450,499,7
rat195_or10,9,81,8,MTLR,7,350,399,20
rat195_or10,9,81,5,WEIBULLAFT,11,550,599,25
rat195_or10,9,81,6,KNN,8,400,449,3
rat195_or10,9,81,8,MTLR,8,400,449,23
rat195_or10,9,81,1,RSF,9,450,499,27
rat195_or10,9,81,5,WEIBULLAFT,12,600,649,24
rat195_or10,9,81,8,MTLR,9,450,499,9
rat195_or10,9,81,5,WEIBULLAFT,13,650,699,31
rat195_or10,9,81,1,RSF,10,500,549,25
rat195_or10,9,81,5,WEIBULLAFT,14,700,749,37
rat195_or10,9,81,6,KNN,9,450,499,1
rat195_or10,9,81,2,GBSA,9,450,499,2
rat195_or10,9,81,5,WEIBULLAFT,15,750,799,35
rat195_or10,9,81,6,KNN,10,500,549,2
rat195_or10,9,81,1,RSF,11,550,599,26
rat195_or10,9,81,2,GBSA,10,500,549,2
rat195_or10,9,81,5,WEIBULLAFT,16,800,849,35
rat195_or10,9,81,5,WEIBULLAFT,17,850,899,32
rat195_or10,9,81,1,RSF,12,600,649,29
rat195_or10,9,81,5,WEIBULLAFT,18,900,949,17
rat195_or10,9,81,1,RSF,13,650,699,26
rat195_or10,9,81,6,KNN,11,550,599,1
rat195_or10,9,81,6,KNN,12,600,649,2
rat195_or10,9,81,1,RSF,14,700,749,24
