instance,run,cohort_rank,relative_gain
concentricCircles4,run-1783974319_i0,0.9047619047619048,0.2683063202748527
concentricCircles4,run-1783974319_i0,0.07142857142857142,0.008190738100088302
concentricCircles4,run-1783974319_i0,0.5,0.1850847710680662
concentricCircles4,run-1783974319_i0,0.8695652173913043,0.2504829050843817
concentricCircles4,run-1783974319_i0,0.9047619047619048,0.24166833711709776
concentricCircles4,run-1783974319_i0,1.0,0.3234865149703987
concentricCircles4,run-1783974319_i0,0.15384615384615385,0.10846016833189354
concentricCircles4,run-1783974319_i0,0.75,0.21559221527065495
concentricCircles4,run-1783974319_i0,0.2,0.12876680356719342
concentricCircles4,run-1783974319_i0,0.7407407407407407,0.22317559791328895
concentricCircles4,run-1783974319_i0,1.0,0.5307404386441907
concentricCircles4,run-1783974319_i0,0.4074074074074074,0.16579767634530887
concentricCircles4,run-1783974319_i0,0.08,0.04175675429229114
concentricCircles4,run-1783974319_i0,0.15789473684210525,0.056610608631966
concentricCircles4,run-1783974319_i0,1.0,0.2971006045966196
concentricCircles4,run-1783974319_i0,0.4,0.1547924503685665
concentricCircles4,run-1783974319_i0,0.11538461538461539,0.0867129577866624
concentricCircles4,run-1783974319_i0,0.6842105263157895,0.17892868473628704
concentricCircles4,run-1783974319_i0,1.0,0.5270971499426983
concentricCircles4,run-1783974319_i0,0.43478260869565216,0.1603103888077111
concentricCircles4,run-1783974319_i0,0.13636363636363635,0.08290885114443439
concentricCircles4,run-1783974319_i0,0.52,0.2565827812259763
concentricCircles4,run-1783974319_i0,0.2,0.10134776251902645
concentricCircles4,run-1783974319_i0,0.6538461538461539,0.2432628484124844
concentricCircles4,run-1783974319_i0,0.7368421052631579,0.21694511923057852
concentricCircles4,run-1783974319_i0,0.043478260869565216,0.10715833574111526
concentricCircles4,run-1783974319_i0,0.6111111111111112,0.17641681746546303
concentricCircles4,run-1783974319_i0,0.2962962962962963,0.1214544230283645
concentricCircles4,run-1783974319_i0,0.48,0.19768766750358502
concentricCircles4,run-1783974319_i0,0.7619047619047619,0.23539290735822524
concentricCircles4,run-1783974319_i0,0.65,0.2079664647288207
concentricCircles4,run-1783974319_i0,0.8636363636363636,0.24924637542466152
concentricCircles4,run-1783974319_i0,0.25,0.20330085001849182
concentricCircles4,run-1783974319_i0,0.5714285714285714,0.24337354993113391
concentricCircles4,run-1783974319_i0,0.9259259259259259,0.27546520991577256
concentricCircles4,run-1783974319_i0,0.85,0.29619746094899707
concentricCircles4,run-1783974319_i0,0.23809523809523808,0.13060865916660108
concentricCircles4,run-1783974319_i0,0.0,0.0001577832533610771
concentricCircles4,run-1783974319_i0,0.23076923076923078,0.13220032920037011
concentricCircles4,run-1783974319_i0,0.55,0.17347307798750045
concentricCircles4,run-1783974319_i0,0.043478260869565216,0.09439091835249609
concentricCircles4,run-1783974319_i0,0.7142857142857143,0.22798136250770853
concentricCircles4,run-1783974319_i0,0.7727272727272727,0.23001758597149125
concentricCircles4,run-1783974319_i0,0.047619047619047616,0.1490525309921762
concentricCircles4,run-1783974319_i0,0.34782608695652173,0.16476610817202317
concentricCircles4,run-1783974319_i0,0.07407407407407407,0.048845574433461394
concentricCircles4,run-1783974319_i0,0.2727272727272727,0.12125253923253787
concentricCircles4,run-1783974319_i0,0.0,0.015319084107762632
concentricCircles4,run-1783974319_i0,0.1,0.0686185338208047
