instance,run,target_kappa,repeat,achieved_kappa,C
bubbles5,run-1782645492_i9,0.3,1,0.27108798459960776,0.6494234361914578
bubbles5,run-1782645492_i9,0.3,2,0.26448361095881956,0.6632580415507087
bubbles5,run-1782645492_i9,0.3,3,0.31725793138286534,0.6270178146504598
bubbles5,run-1782645492_i9,0.3,4,0.2828364255741478,0.6459877537866581
bubbles5,run-1782645492_i9,0.4,0,0.4703133591903355,0.608890884598114
bubbles5,run-1782645492_i9,0.4,1,0.34925481782756745,0.6156831302116742
bubbles5,run-1782645492_i9,0.4,2,0.3200870087619492,0.6258333333333334
bubbles5,run-1782645492_i9,0.4,3,0.2987742000942386,0.6402967816534978
bubbles5,run-1782645492_i9,0.4,4,0.48356361663661634,0.5964347770126778
bubbles5,run-1782645492_i9,0.5,0,0.4099735451581151,0.6161298601308867
bubbles5,run-1782645492_i9,0.5,1,0.5263031208341753,0.5960562280359235
bubbles5,run-1782645492_i9,0.5,2,0.532470041200771,0.5579093312697492
bubbles5,run-1782645492_i9,0.5,3,0.45238522549082905,0.6003804978717916
bubbles5,run-1782645492_i9,0.5,4,0.5533826493062034,0.5735407808272129
bubbles5,run-1782645492_i9,0.6,0,0.5659964175603504,0.580412571132954
bubbles5,run-1782645492_i9,0.6,1,0.6177265976876012,0.5759428497876175
bubbles5,run-1782645492_i9,0.6,2,0.6310013354874257,0.5386614476386037
bubbles5,run-1782645492_i9,0.6,3,0.5648873511085047,0.5729788736916458
bubbles5,run-1782645492_i9,0.6,4,0.6702593076658034,0.5481529071635078
bubbles5,run-1782645492_i9,0.7,0,0.6867484223222243,0.5485977100218706
bubbles5,run-1782645492_i9,0.7,1,0.6680762987476314,0.5454050940739793
bubbles5,run-1782645492_i9,0.7,2,0.6749531493669921,0.544381949831911
bubbles5,run-1782645492_i9,0.7,3,0.726409788152473,0.5385429359327903
bubbles5,run-1782645492_i9,0.7,4,0.6709064404899128,0.5787675647801985
bubbles5,run-1782645492_i9,0.8,0,0.8243620688596613,0.5016987179487179
bubbles5,run-1782645492_i9,0.8,1,0.8336528952110619,0.5171439578785155
bubbles5,run-1782645492_i9,0.8,2,0.7874350520839146,0.5046112463174075
bubbles5,run-1782645492_i9,0.8,3,0.7894924661447759,0.5163053903702283
bubbles5,run-1782645492_i9,0.8,4,0.7918149066418266,0.5098769430051814
bubbles5,run-1782645492_i9,0.9,0,0.9187636339398279,0.466090297790586
bubbles5,run-1782645492_i9,0.9,1,0.8752620456928243,0.4896274887604367
bubbles5,run-1782645492_i9,0.9,2,0.9134290455937149,0.471908308719661
bubbles5,run-1782645492_i9,0.9,3,0.9001181194451737,0.44849660523763335
bubbles5,run-1782645492_i9,0.9,4,0.9091428549971872,0.4666944480061546
bubbles5,run-1782645492_i9,0.95,0,0.948282682860637,0.45528638618645706
bubbles5,run-1782645492_i9,0.95,1,0.9507190102198255,0.4278052540304451
bubbles5,run-1782645492_i9,0.95,2,0.946863886718305,0.44133462908973115
bubbles5,run-1782645492_i9,0.95,3,0.9474641875617223,0.4522506278575568
bubbles5,run-1782645492_i9,0.95,4,0.9485285507592708,0.4489364428498206
bubbles5,run-1782645608_i9,0.0,0,0.010861015199173632,0.7026718506295351
bubbles5,run-1782645608_i9,0.0,1,-0.0433562406701122,0.7335087560112512
bubbles5,run-1782645608_i9,0.0,2,0.01199244969076223,0.7292340031191374
bubbles5,run-1782645608_i9,0.0,3,-0.04251761404360951,0.73066100887245
bubbles5,run-1782645608_i9,0.0,4,-0.02347487565904377,0.7134251096342511
bubbles5,run-1782645608_i9,0.1,0,0.15824453123003066,0.7076830596134652
bubbles5,run-1782645608_i9,0.1,1,-0.042451137542728196,0.7152332097984272
bubbles5,run-1782645608_i9,0.1,2,-0.04725189701941764,0.7376868110813065
bubbles5,run-1782645608_i9,0.1,3,0.10821573957513618,0.7076260594905356
bubbles5,run-1782645608_i9,0.1,4,0.13523810368923744,0.6983924210907118
bubbles5,run-1782645608_i9,0.2,0,0.1964373931159704,0.6693109700815957
bubbles5,run-1782645608_i9,0.2,1,0.1845507722359757,0.6981259572934498
bubbles5,run-1782645608_i9,0.2,2,0.30707163227835366,0.6731297572400126
bubbles5,run-1782645608_i9,0.2,3,0.15651525288937904,0.7054054054054054
bubbles5,run-1782645608_i9,0.2,4,0.25625201482534943,0.6489011487989829
bubbles5,run-1782645608_i9,0.3,0,0.31499145139003953,0.6624542582448804
bubbles5,run-1782645608_i9,0.3,1,0.4729340592481745,0.6350676637372071
bubbles5,run-1782645608_i9,0.3,2,0.305561348430572,0.6638512362918058
bubbles5,run-1782645608_i9,0.3,3,0.27969176243376026,0.6709738167627173
bubbles5,run-1782645608_i9,0.3,4,0.19377722143354603,0.6907615961568965
bubbles5,run-1782645608_i9,0.4,0,0.3622726958947961,0.6328777352854653
bubbles5,run-1782645608_i9,0.4,1,0.3511613377525042,0.6314642946288774
bubbles5,run-1782645608_i9,0.4,2,0.38625403800537034,0.6509485340836888
bubbles5,run-1782645608_i9,0.4,3,0.3795650346424435,0.6466345070105045
bubbles5,run-1782645608_i9,0.4,4,0.4649473189767385,0.6127479911018295
bubbles5,run-1782645608_i9,0.5,0,0.49243790887965605,0.6185184346920761
bubbles5,run-1782645608_i9,0.5,1,0.455107907528567,0.6211585130752307
bubbles5,run-1782645608_i9,0.5,2,0.4883265929789965,0.6212867372986649
bubbles5,run-1782645608_i9,0.5,3,0.4707994743486378,0.6198172241480214
bubbles5,run-1782645608_i9,0.5,4,0.5467154160256603,0.6032176141130586
bubbles5,run-1782645608_i9,0.6,0,0.6131161025698457,0.5923149755404765
bubbles5,run-1782645608_i9,0.6,1,0.5874941915629397,0.5993879993676746
bubbles5,run-1782645608_i9,0.6,2,0.5999799902686037,0.5883841823299737
bubbles5,run-1782645608_i9,0.6,3,0.5166462493427381,0.6095531132204005
bubbles5,run-1782645608_i9,0.6,4,0.5835349489953999,0.5819419441944195
bubbles5,run-1782645608_i9,0.7,0,0.6845774516995173,0.5860836709609869
bubbles5,run-1782645608_i9,0.7,1,0.7204207361228695,0.5823850139137123
bubbles5,run-1782645608_i9,0.7,2,0.6683071613617407,0.5655193510377957
bubbles5,run-1782645608_i9,0.7,3,0.7343043199825161,0.5717989763939305
bubbles5,run-1782645608_i9,0.7,4,0.7157487053886893,0.567480922924098
bubbles5,run-1782645608_i9,0.8,0,0.8120229087135377,0.5160002698569758
bubbles5,run-1782645608_i9,0.8,1,0.792413007941854,0.5472424016113336
bubbles5,run-1782645608_i9,0.8,2,0.8295775961937603,0.5229606774469618
bubbles5,run-1782645608_i9,0.8,3,0.8292872339524523,0.5320894340220417
bubbles5,run-1782645608_i9,0.8,4,0.8223103139719962,0.5448494131957741
bubbles5,run-1782645608_i9,0.9,0,0.8964425065969427,0.4942073650822217
bubbles5,run-1782645608_i9,0.9,1,0.9009257796413294,0.4986903014564751
bubbles5,run-1782645608_i9,0.9,2,0.9167278441902899,0.4914845685965307
bubbles5,run-1782645608_i9,0.9,3,0.8971833082723157,0.5091207795150691
bubbles5,run-1782645608_i9,0.9,4,0.9138680206757871,0.5137057208443985
bubbles5,run-1782645608_i9,0.95,0,0.9515326278256266,0.47513818412468284
bubbles5,run-1782645608_i9,0.95,1,0.9443342677285221,0.49002839372633855
bubbles5,run-1782645608_i9,0.95,2,0.9627538167085051,0.4713585766217345
bubbles5,run-1782645608_i9,0.95,3,0.9474820078605544,0.47421145255178015
bubbles5,run-1782645608_i9,0.95,4,0.9517480650475464,0.47071096675237967
bubbles5,run-1782645734_i9,0.0,0,0.0074027496342939005,0.7184599717638346
bubbles5,run-1782645734_i9,0.0,1,0.062051942936673474,0.7055967020681945
bubbles5,run-1782645734_i9,0.0,2,-0.07512222029017093,0.7326364772885123
bubbles5,run-1782645734_i9,0.0,3,-0.05175214324544785,0.7405618964003512
bubbles5,run-1782645734_i9,0.0,4,-0.005643462766653974,0.7254180834085074
bubbles5,run-1782645734_i9,0.1,0,0.08198096316057936,0.7114931101451956
bubbles5,run-1782645734_i9,0.1,1,0.12230271673251977,0.7110284605433377
bubbles5,run-1782645734_i9,0.1,2,0.0842153014472992,0.7186034634848415
bubbles5,run-1782645734_i9,0.1,3,0.12300638520082083,0.6980029620030546
bubbles5,run-1782645734_i9,0.1,4,0.15939375042467738,0.7022718306917597
bubbles5,run-1782645734_i9,0.2,0,0.17731774359240807,0.7045507313675412
bubbles5,run-1782645734_i9,0.2,1,0.1563643431287229,0.7045296490333349
bubbles5,run-1782645734_i9,0.2,2,0.19473984366321503,0.6927935222672065
bubbles5,run-1782645734_i9,0.2,3,0.25971174464049723,0.6669251782572461
bubbles5,run-1782645734_i9,0.2,4,0.09956133657315477,0.7067431352102885
bubbles5,run-1782645734_i9,0.3,0,0.1785996651032229,0.6851928851928852
bubbles5,run-1782645734_i9,0.3,1,0.3748796657296118,0.6436114898435514
bubbles5,run-1782645734_i9,0.3,2,0.26238665667389427,0.6895427858166521
bubbles5,run-1782645734_i9,0.3,3,0.30609532092341535,0.6598868098868099
bubbles5,run-1782645734_i9,0.3,4,0.2510814510323996,0.6802819509710873
bubbles5,run-1782645734_i9,0.4,0,0.4083806250101644,0.6455554011487864
bubbles5,run-1782645734_i9,0.4,1,0.3243960231560569,0.6649969852975279
bubbles5,run-1782645734_i9,0.4,2,0.372215166416068,0.6542475812224352
bubbles5,run-1782645734_i9,0.4,3,0.3125718012783244,0.6663499860969506
bubbles5,run-1782645734_i9,0.4,4,0.4857813797979877,0.6448072867175006
bubbles5,run-1782645734_i9,0.5,0,0.5556405486868078,0.6232382976757082
bubbles5,run-1782645734_i9,0.5,1,0.5215532375816334,0.6320713159603079
bubbles5,run-1782645734_i9,0.5,2,0.5147759453198544,0.6132295271049596
bubbles5,run-1782645734_i9,0.5,3,0.5317889411973182,0.6255148317830533
bubbles5,run-1782645734_i9,0.5,4,0.49596941629612235,0.6466394639834929
bubbles5,run-1782645734_i9,0.6,0,0.5475318166464677,0.6035200518062815
bubbles5,run-1782645734_i9,0.6,1,0.5641313118488727,0.6105670162765391
bubbles5,run-1782645734_i9,0.6,2,0.6387840341705521,0.6049262228418729
bubbles5,run-1782645734_i9,0.6,3,0.5417242956936823,0.6233911777618596
bubbles5,run-1782645734_i9,0.6,4,0.5872070560124123,0.6263592614872056
bubbles5,run-1782645734_i9,0.7,0,0.6112481750032298,0.6014167841542053
bubbles5,run-1782645734_i9,0.7,1,0.7122036590678393,0.5973008573475377
bubbles5,run-1782645734_i9,0.7,2,0.6918759473704436,0.5707414222822669
bubbles5,run-1782645734_i9,0.7,3,0.7068651732959964,0.5702353484079372
bubbles5,run-1782645734_i9,0.7,4,0.7023886293342232,0.5933942358969603
bubbles5,run-1782645734_i9,0.8,0,0.8070584462673526,0.5366968220830434
bubbles5,run-1782645734_i9,0.8,1,0.8072016790137776,0.5517424662599372
bubbles5,run-1782645734_i9,0.8,2,0.7956606831160519,0.5370469392974218
bubbles5,run-1782645734_i9,0.8,3,0.7871993069633503,0.5625347029428096
bubbles5,run-1782645734_i9,0.8,4,0.7878627129148859,0.5335259447590431
bubbles5,run-1782645734_i9,0.9,0,0.9007118369895825,0.4978598678701033
bubbles5,run-1782645734_i9,0.9,1,0.8907602849290023,0.5055673873790453
bubbles5,run-1782645734_i9,0.9,2,0.8981852483656497,0.5077627895138712
bubbles5,run-1782645734_i9,0.9,3,0.915009426923109,0.49463903618941296
bubbles5,run-1782645734_i9,0.9,4,0.8998149547195612,0.5025988726667898
bubbles5,run-1782645734_i9,0.95,0,0.9488424362700911,0.46495819533547955
bubbles5,run-1782645734_i9,0.95,1,0.9444392441348392,0.48053207704032147
bubbles5,run-1782645734_i9,0.95,2,0.9483245770027259,0.4822235613136487
bubbles5,run-1782645734_i9,0.95,3,0.9528686879466576,0.469159554125274
bubbles5,run-1782645734_i9,0.95,4,0.9563122900989944,0.48518742442563484
bubbles6,run-1782690753_i9,0.0,0,0.032036149061957994,0.7197533063187425
bubbles6,run-1782690753_i9,0.0,1,-0.008167810536437265,0.7391135013454385
bubbles6,run-1782690753_i9,0.0,2,-0.05291327308837479,0.7530784918258501
bubbles6,run-1782690753_i9,0.0,3,0.0019230717539655896,0.7428797054804238
bubbles6,run-1782690753_i9,0.0,4,0.044407523520601164,0.7237936525021434
bubbles6,run-1782690753_i9,0.1,0,0.08124551495996157,0.7330369963601013
bubbles6,run-1782690753_i9,0.1,1,0.11311837595899425,0.7104949026876738
bubbles6,run-1782690753_i9,0.1,2,0.1185423929670149,0.7068782242837816
bubbles6,run-1782690753_i9,0.1,3,0.05194710019781046,0.7082288706891748
bubbles6,run-1782690753_i9,0.1,4,0.07471956278514293,0.7239256514410046
bubbles6,run-1782690753_i9,0.2,0,0.19262511452906128,0.7027382842793308
bubbles6,run-1782690753_i9,0.2,1,0.2496485890489365,0.6891556689216665
bubbles6,run-1782690753_i9,0.2,2,0.117992617970176,0.7127260828177059
bubbles6,run-1782690753_i9,0.2,3,0.21156867796567946,0.7035182488783174
bubbles6,run-1782690753_i9,0.2,4,0.2046637203005852,0.6957438194568253
bubbles6,run-1782690753_i9,0.3,0,0.3642902017473535,0.6665148131275532
bubbles6,run-1782690753_i9,0.3,1,0.31941792502206806,0.6829669105358933
bubbles6,run-1782690753_i9,0.3,2,0.26858924879653884,0.6834555047589386
bubbles6,run-1782690753_i9,0.3,3,0.26286846291930027,0.6884323295553813
bubbles6,run-1782690753_i9,0.3,4,0.2616098322488223,0.6978093117199233
bubbles6,run-1782690753_i9,0.4,0,0.3800524775722447,0.6743841708904983
bubbles6,run-1782690753_i9,0.4,1,0.4123770103606501,0.6650894710167178
bubbles6,run-1782690753_i9,0.4,2,0.387746942354869,0.6676496723314451
bubbles6,run-1782690753_i9,0.4,3,0.4148988494562282,0.6455108990058802
bubbles6,run-1782690753_i9,0.4,4,0.3862446832871122,0.6683742423288691
bubbles6,run-1782690753_i9,0.5,0,0.4688946059579424,0.6496606062847948
bubbles6,run-1782690753_i9,0.5,1,0.4872727648471514,0.6403135167110322
bubbles6,run-1782690753_i9,0.5,2,0.49336451181091234,0.6360289222575635
bubbles6,run-1782690753_i9,0.5,3,0.4815191939505648,0.6434429109901939
bubbles6,run-1782690753_i9,0.5,4,0.5075844398819394,0.6380311057054238
bubbles6,run-1782690753_i9,0.6,0,0.6105421561257096,0.6162480333179083
bubbles6,run-1782690753_i9,0.6,1,0.6264257350407144,0.6250508284106788
bubbles6,run-1782690753_i9,0.6,2,0.5909182553897157,0.6150917989486495
bubbles6,run-1782690753_i9,0.6,3,0.5748710180432887,0.6226356278458747
bubbles6,run-1782690753_i9,0.6,4,0.6150709628471771,0.6194291409326848
bubbles6,run-1782690753_i9,0.7,0,0.6855133620824049,0.6033706410137822
bubbles6,run-1782690753_i9,0.7,1,0.706886439155687,0.6008003677465514
bubbles6,run-1782690753_i9,0.7,2,0.6914642060551948,0.5945680858387525
bubbles6,run-1782690753_i9,0.7,3,0.7155523656910118,0.5844494900562824
bubbles6,run-1782690753_i9,0.7,4,0.665087643180043,0.6076941053404703
bubbles6,run-1782690753_i9,0.8,0,0.789302911155534,0.5876123828113448
bubbles6,run-1782690753_i9,0.8,1,0.7726808470871358,0.5859723560364634
bubbles6,run-1782690753_i9,0.8,2,0.8187884508970726,0.5564172382708309
bubbles6,run-1782690753_i9,0.8,3,0.7851956578572691,0.5825545689974103
bubbles6,run-1782690753_i9,0.8,4,0.818650510854077,0.5726758018706598
bubbles6,run-1782690753_i9,0.9,0,0.9045805058221348,0.5459894376905332
bubbles6,run-1782690753_i9,0.9,1,0.9091720085227621,0.5368252566917918
bubbles6,run-1782690753_i9,0.9,2,0.9014605364187588,0.5484213985327184
bubbles6,run-1782690753_i9,0.9,3,0.8892325686421261,0.5367508928770317
bubbles6,run-1782690753_i9,0.9,4,0.9027852556438285,0.547715643884239
bubbles6,run-1782690753_i9,0.95,0,0.9516668157925717,0.531790068655303
bubbles6,run-1782690753_i9,0.95,1,0.9523804418124513,0.5251109826503917
bubbles6,run-1782690753_i9,0.95,2,0.9510433374648444,0.5306134141608295
bubbles6,run-1782690753_i9,0.95,3,0.9545982676310115,0.5230182294751806
bubbles6,run-1782690753_i9,0.95,4,0.9512037070240139,0.5325686627227714
bubbles6,run-1782691528_i9,0.0,0,0.08462133880255937,0.7152266486963129
bubbles6,run-1782691528_i9,0.0,1,-0.058037081269564514,0.7425110734008283
bubbles6,run-1782691528_i9,0.0,2,0.0234568411713704,0.7173260160318043
bubbles6,run-1782691528_i9,0.0,3,0.002881386782762789,0.7295855117770711
bubbles6,run-1782691528_i9,0.0,4,-0.01292584009950574,0.7326206087228018
bubbles6,run-1782691528_i9,0.1,0,0.11884593049945284,0.7043618189254935
bubbles6,run-1782691528_i9,0.1,1,0.10649501895051593,0.6973408178023441
bubbles6,run-1782691528_i9,0.1,2,0.07827245803183083,0.7151680711509587
bubbles6,run-1782691528_i9,0.1,3,0.1336318052204211,0.7070185865571644
bubbles6,run-1782691528_i9,0.1,4,0.04265530916550715,0.7172145697881664
bubbles6,run-1782691528_i9,0.2,0,0.20163948134461476,0.6953710104850789
bubbles6,run-1782691528_i9,0.2,1,0.15947675555764396,0.7056381111035317
bubbles6,run-1782691528_i9,0.2,2,0.19806895671469785,0.6971221653202798
bubbles6,run-1782691528_i9,0.2,3,0.13989312694724723,0.7142777849397677
bubbles6,run-1782691528_i9,0.2,4,0.17064638509292293,0.6997991823596612
bubbles6,run-1782691528_i9,0.3,0,0.3362591310986938,0.6652783552452365
bubbles6,run-1782691528_i9,0.3,1,0.30376453892537675,0.6770967440321641
bubbles6,run-1782691528_i9,0.3,2,0.25959651267921996,0.6901313452755524
bubbles6,run-1782691528_i9,0.3,3,0.3463916818482823,0.6702416858836652
bubbles6,run-1782691528_i9,0.3,4,0.2778459993205117,0.676047021605493
bubbles6,run-1782691528_i9,0.4,0,0.42473420128336514,0.6392324101499722
bubbles6,run-1782691528_i9,0.4,1,0.42487973631556014,0.6573461266073977
bubbles6,run-1782691528_i9,0.4,2,0.4230715995545855,0.6495760979493469
bubbles6,run-1782691528_i9,0.4,3,0.38697175666452227,0.6594969516578955
bubbles6,run-1782691528_i9,0.4,4,0.37800487464924215,0.6622311726089295
bubbles6,run-1782691528_i9,0.5,0,0.5372199590124146,0.6240903076414158
bubbles6,run-1782691528_i9,0.5,1,0.4482094751919713,0.6468708220415538
bubbles6,run-1782691528_i9,0.5,2,0.523472409872584,0.6380810452252634
bubbles6,run-1782691528_i9,0.5,3,0.5045534790849513,0.6245444550583061
bubbles6,run-1782691528_i9,0.5,4,0.49118971625276286,0.6354568357346425
bubbles6,run-1782691528_i9,0.6,0,0.5799063530553202,0.6085967003144609
bubbles6,run-1782691528_i9,0.6,1,0.5933472188514111,0.6046888317466738
bubbles6,run-1782691528_i9,0.6,2,0.6042269401089666,0.6032629965136778
bubbles6,run-1782691528_i9,0.6,3,0.5869023489993818,0.6062778611268637
bubbles6,run-1782691528_i9,0.6,4,0.6073781872653878,0.6065024116334318
bubbles6,run-1782691528_i9,0.7,0,0.6719898476178758,0.5901915964936871
bubbles6,run-1782691528_i9,0.7,1,0.6974380478084322,0.5953984934235886
bubbles6,run-1782691528_i9,0.7,2,0.6878103075336403,0.5879382854031437
bubbles6,run-1782691528_i9,0.7,3,0.7098706952998081,0.5841033560180281
bubbles6,run-1782691528_i9,0.7,4,0.6920179446370529,0.5939265460728083
bubbles6,run-1782691528_i9,0.8,0,0.7887969133579801,0.554141451802564
bubbles6,run-1782691528_i9,0.8,1,0.8077392357283772,0.5655612601347841
bubbles6,run-1782691528_i9,0.8,2,0.800965183542039,0.5668203674465336
bubbles6,run-1782691528_i9,0.8,3,0.8198886197950379,0.5665079473214317
bubbles6,run-1782691528_i9,0.8,4,0.8136779916376425,0.5554045964073316
bubbles6,run-1782691528_i9,0.9,0,0.903947356320199,0.5274204650562498
bubbles6,run-1782691528_i9,0.9,1,0.9008903272288185,0.538465266211016
bubbles6,run-1782691528_i9,0.9,2,0.9032187743988985,0.5320073889416955
bubbles6,run-1782691528_i9,0.9,3,0.902894338388167,0.5315291181843025
bubbles6,run-1782691528_i9,0.9,4,0.8988807763306081,0.5349613335007984
bubbles6,run-1782691528_i9,0.95,0,0.9447690544268453,0.5018241884515944
bubbles6,run-1782691528_i9,0.95,1,0.9494943666671682,0.5156689945085886
bubbles6,run-1782691528_i9,0.95,2,0.9489272589244042,0.5165281995933837
bubbles6,run-1782691528_i9,0.95,3,0.9531052137952963,0.5088410931717959
bubbles6,run-1782691528_i9,0.95,4,0.950434422098062,0.49965353697460585
bubbles6,run-1782692300_i9,0.0,0,-0.02048716267129647,0.7394268405129477
bubbles6,run-1782692300_i9,0.0,1,0.0360276061724787,0.7179705800026518
bubbles6,run-1782692300_i9,0.0,2,-0.018801834162526385,0.7277676349769578
bubbles6,run-1782692300_i9,0.0,3,-0.026624632451007463,0.7215010703476784
bubbles6,run-1782692300_i9,0.0,4,0.0035090248326800364,0.7268353088809483
bubbles6,run-1782692300_i9,0.1,0,0.14948645281317136,0.6891539259924476
bubbles6,run-1782692300_i9,0.1,1,0.09311663303320176,0.709610181861072
bubbles6,run-1782692300_i9,0.1,2,0.08459537034949405,0.7129047243339699
bubbles6,run-1782692300_i9,0.1,3,0.12090623463976942,0.7128694123962263
bubbles6,run-1782692300_i9,0.1,4,0.10786528474457369,0.7113427297791749
bubbles6,run-1782692300_i9,0.2,0,0.23078483793543486,0.682762505384301
bubbles6,run-1782692300_i9,0.2,1,0.2307095942843948,0.7012183230487881
bubbles6,run-1782692300_i9,0.2,2,0.20348364430741642,0.675809750419517
bubbles6,run-1782692300_i9,0.2,3,0.22454845845200408,0.675958444966114
bubbles6,run-1782692300_i9,0.2,4,0.23443228934440358,0.6942127196553612
bubbles6,run-1782692300_i9,0.3,0,0.3303458942993984,0.6664354397124914
bubbles6,run-1782692300_i9,0.3,1,0.26228658697580143,0.6730845668607432
bubbles6,run-1782692300_i9,0.3,2,0.2682408248032628,0.6826231200235918
bubbles6,run-1782692300_i9,0.3,3,0.25625471098048636,0.6872700542265695
bubbles6,run-1782692300_i9,0.3,4,0.3173543772206318,0.6754028318962498
bubbles6,run-1782692300_i9,0.4,0,0.3748191963182264,0.6660932784939004
bubbles6,run-1782692300_i9,0.4,1,0.34845746124695587,0.6658261802575107
bubbles6,run-1782692300_i9,0.4,2,0.4311175184703919,0.6463280883607398
bubbles6,run-1782692300_i9,0.4,3,0.3679499592622056,0.6609816389384182
bubbles6,run-1782692300_i9,0.4,4,0.3772812590724265,0.6505876681680356
bubbles6,run-1782692300_i9,0.5,0,0.48251043054005066,0.6390131296852128
bubbles6,run-1782692300_i9,0.5,1,0.5111392148029368,0.6366353999286662
bubbles6,run-1782692300_i9,0.5,2,0.4908731850248668,0.6325377576893396
bubbles6,run-1782692300_i9,0.5,3,0.4617847710560569,0.6393433598308854
bubbles6,run-1782692300_i9,0.5,4,0.4705840180444563,0.6396919776318846
bubbles6,run-1782692300_i9,0.6,0,0.6161552889644331,0.6079120280780239
bubbles6,run-1782692300_i9,0.6,1,0.5918290547779269,0.6109081553897607
bubbles6,run-1782692300_i9,0.6,2,0.5865850335754524,0.6144224277550479
bubbles6,run-1782692300_i9,0.6,3,0.5878582407671046,0.6101055306923034
bubbles6,run-1782692300_i9,0.6,4,0.6048966234735296,0.6312079869096056
bubbles6,run-1782692300_i9,0.7,0,0.7223462629156369,0.5860376374494091
bubbles6,run-1782692300_i9,0.7,1,0.6769054292012211,0.6076737416169209
bubbles6,run-1782692300_i9,0.7,2,0.7021621755595704,0.5955076859650156
bubbles6,run-1782692300_i9,0.7,3,0.7179912538236646,0.5870788588624026
bubbles6,run-1782692300_i9,0.7,4,0.7073703671515631,0.5821402999871487
bubbles6,run-1782692300_i9,0.8,0,0.8212626800966757,0.5641671704734801
bubbles6,run-1782692300_i9,0.8,1,0.7916861960259222,0.5624560809692172
bubbles6,run-1782692300_i9,0.8,2,0.8189384416169891,0.5699353067593029
bubbles6,run-1782692300_i9,0.8,3,0.7894163556797384,0.5655159989264192
bubbles6,run-1782692300_i9,0.8,4,0.8146452786341302,0.5768638091270705
bubbles6,run-1782692300_i9,0.9,0,0.9051788303271755,0.5378506619672095
bubbles6,run-1782692300_i9,0.9,1,0.8972439451473561,0.5387883211140723
bubbles6,run-1782692300_i9,0.9,2,0.9041736621157805,0.5424427862709116
bubbles6,run-1782692300_i9,0.9,3,0.8910836025904741,0.529337050233537
bubbles6,run-1782692300_i9,0.9,4,0.9109592673667698,0.5339998969421257
bubbles6,run-1782692300_i9,0.95,0,0.9439516692299278,0.5072559950446863
bubbles6,run-1782692300_i9,0.95,1,0.9512439277961692,0.52120119259006
bubbles6,run-1782692300_i9,0.95,2,0.9508423687955483,0.5021462618659983
bubbles6,run-1782692300_i9,0.95,3,0.9551848030016772,0.5122299779573842
bubbles6,run-1782692300_i9,0.95,4,0.9496826734530931,0.5080402269401056
bubbles7,run-1782695529_i9,0.0,0,0.016852608330422812,0.7183856007067138
bubbles7,run-1782695529_i9,0.0,1,0.0036821798938517134,0.7204521982476207
bubbles7,run-1782695529_i9,0.0,2,-0.0163279236609469,0.7242860348677651
bubbles7,run-1782695529_i9,0.0,3,0.045759772020680226,0.7179026377551774
bubbles7,run-1782695529_i9,0.0,4,-0.03546013968177723,0.7348759115458784
bubbles7,run-1782695529_i9,0.1,0,0.09943379733751449,0.7086583707656082
bubbles7,run-1782695529_i9,0.1,1,0.08451438082811541,0.712724497358204
bubbles7,run-1782695529_i9,0.1,2,0.06634734308786625,0.7150643764179017
bubbles7,run-1782695529_i9,0.1,3,0.05881944903707048,0.7152604797138936
bubbles7,run-1782695529_i9,0.1,4,0.09078056955013392,0.708996030292604
bubbles7,run-1782695529_i9,0.2,0,0.1833089519358476,0.6807845952762284
bubbles7,run-1782695529_i9,0.2,1,0.17074575389497554,0.6893005636145246
bubbles7,run-1782695529_i9,0.2,2,0.1396009091031415,0.7020876200908917
bubbles7,run-1782695529_i9,0.2,3,0.1980075707472339,0.6950751784128715
bubbles7,run-1782695529_i9,0.2,4,0.18694102265152754,0.6886539386539386
bubbles7,run-1782695529_i9,0.3,0,0.306371775577126,0.6650357033805087
bubbles7,run-1782695529_i9,0.3,1,0.26468337795551716,0.6763212844293925
bubbles7,run-1782695529_i9,0.3,2,0.3365150831860115,0.6676737215945837
bubbles7,run-1782695529_i9,0.3,3,0.2500007276802412,0.6754989269791786
bubbles7,run-1782695529_i9,0.3,4,0.3152758724456086,0.6656823092692116
bubbles7,run-1782695529_i9,0.4,0,0.40683098210419383,0.64168200261635
bubbles7,run-1782695529_i9,0.4,1,0.34661727566721046,0.6607063805926101
bubbles7,run-1782695529_i9,0.4,2,0.40151113848585357,0.6570428696412949
bubbles7,run-1782695529_i9,0.4,3,0.4089957838059141,0.6479139211803076
bubbles7,run-1782695529_i9,0.4,4,0.38722070895171146,0.6476671069624375
bubbles7,run-1782695529_i9,0.5,0,0.5152978879791164,0.6314803491022292
bubbles7,run-1782695529_i9,0.5,1,0.4671914756734822,0.6345598367118361
bubbles7,run-1782695529_i9,0.5,2,0.5258812372802096,0.6216701074176704
bubbles7,run-1782695529_i9,0.5,3,0.48645960788207127,0.6384143597914039
bubbles7,run-1782695529_i9,0.5,4,0.5062159777149753,0.6379863728990939
bubbles7,run-1782695529_i9,0.6,0,0.6216537151850285,0.6049557509038349
bubbles7,run-1782695529_i9,0.6,1,0.5730995962496782,0.6075215124099427
bubbles7,run-1782695529_i9,0.6,2,0.6341785123488145,0.6025384732140543
bubbles7,run-1782695529_i9,0.6,3,0.5495251450256293,0.6158218188402852
bubbles7,run-1782695529_i9,0.6,4,0.6230318424537095,0.6014283300768338
