instance,run,target_kappa,repeat,achieved_kappa,C
bonus1000,run-1782647995_i9,0.2,3,0.13932176415240952,0.71291546006539
bonus1000,run-1782647995_i9,0.2,4,0.2386381469070901,0.6909455602418213
bonus1000,run-1782647995_i9,0.3,0,0.2959932526105428,0.6849331758795854
bonus1000,run-1782647995_i9,0.3,1,0.28743184923547827,0.6935699657682707
bonus1000,run-1782647995_i9,0.3,2,0.30522073141896233,0.6867644416494475
bonus1000,run-1782647995_i9,0.3,3,0.29289927675019384,0.688603765673145
bonus1000,run-1782647995_i9,0.3,4,0.343126666293473,0.6717537854441638
bonus1000,run-1782647995_i9,0.4,0,0.4415901738305761,0.6576025163442694
bonus1000,run-1782647995_i9,0.4,1,0.34684739765516065,0.6652862504546188
bonus1000,run-1782647995_i9,0.4,2,0.3679674247376293,0.6678775618566145
bonus1000,run-1782647995_i9,0.4,3,0.429230016426274,0.665797226548573
bonus1000,run-1782647995_i9,0.4,4,0.39220650693264403,0.667605697117726
bonus1000,run-1782647995_i9,0.5,0,0.5116170910549206,0.6560974789413497
bonus1000,run-1782647995_i9,0.5,1,0.5044017028870661,0.6377963118945912
bonus1000,run-1782647995_i9,0.5,2,0.4948537034077087,0.6418332380429218
bonus1000,run-1782647995_i9,0.5,3,0.4727318911660451,0.6557193847993871
bonus1000,run-1782647995_i9,0.5,4,0.497369080145938,0.6532920002542807
bonus1000,run-1782647995_i9,0.6,0,0.5965364927447101,0.6255173083531292
bonus1000,run-1782647995_i9,0.6,1,0.6413315446513479,0.6217684253010157
bonus1000,run-1782647995_i9,0.6,2,0.5587717302754247,0.6317482114526896
bonus1000,run-1782647995_i9,0.6,3,0.5907471746839366,0.6219783631725035
bonus1000,run-1782647995_i9,0.6,4,0.5731198022824594,0.6228345071081708
bonus1000,run-1782647995_i9,0.7,0,0.7221133815500739,0.6010097983399755
bonus1000,run-1782647995_i9,0.7,1,0.6808570934177529,0.5984112941457533
bonus1000,run-1782647995_i9,0.7,2,0.7099622279497968,0.6054697145422575
bonus1000,run-1782647995_i9,0.7,3,0.705453095822609,0.6045010290958578
bonus1000,run-1782647995_i9,0.7,4,0.690893581332764,0.6009565923315489
bonus1000,run-1782647995_i9,0.8,0,0.795369937432367,0.5707451798200864
bonus1000,run-1782647995_i9,0.8,1,0.7978994494754061,0.5721392662916519
bonus1000,run-1782647995_i9,0.8,2,0.8022216463362166,0.560135440686771
bonus1000,run-1782647995_i9,0.8,3,0.7986696655250277,0.5829573447668747
bonus1000,run-1782647995_i9,0.8,4,0.7985305253521233,0.5741019224078916
bonus1000,run-1782647995_i9,0.9,0,0.8976816650387556,0.5359316313348914
bonus1000,run-1782647995_i9,0.9,1,0.8960414729129155,0.5530537132181224
bonus1000,run-1782647995_i9,0.9,2,0.8981767017785544,0.5476290327412155
bonus1000,run-1782647995_i9,0.9,3,0.902342507072092,0.5395778413376447
bonus1000,run-1782647995_i9,0.9,4,0.8978810797169405,0.5481569848630807
bonus1000,run-1782647995_i9,0.95,0,0.9525556408819793,0.5190966450123463
